BASE_DATE,IR_CURVE_ID,MAT_CD,INT_RATE
20150713,A100,M0060,0.0217
20150713,A100,M0084,0.0235
20150713,A100,M0120,0.0253
20150713,A100,M0240,0.0276
20150703,E110,M0003,0.0156
20150703,E110,M0006,0.0158
20150703,E110,M0009,0.0162
20150703,E110,M0012,0.0164
20150703,E110,M0018,0.0169
20150703,E110,M0024,0.0178
20150703,E110,M0030,0.0183
20150703,E110,M0036,0.0193
20150703,E110,M0048,0.0207
20150703,E110,M0060,0.0234
20150703,E110,M0084,0.0247
20150703,E110,M0120,0.0267
20150703,E110,M0240,0.0291
20150713,E110,M0003,0.0153
20150713,E110,M0006,0.0156
20150713,E110,M0009,0.016
20150713,E110,M0012,0.0162
20150713,E110,M0018,0.0167
20150713,E110,M0024,0.0176
20150713,E110,M0030,0.018
20150713,E110,M0036,0.0189
20150713,E110,M0048,0.0204
20150713,E110,M0060,0.0231
20150713,E110,M0084,0.0246
20150713,E110,M0120,0.0266
20150713,E110,M0240,0.0289
20150709,A100,M0003,0.0153
20150709,A100,M0006,0.0154
20150709,A100,M0009,0.0157
20150709,A100,M0012,0.016
20150709,A100,M0018,0.0166
20150709,A100,M0024,0.0171
20150709,A100,M0030,0.0177
20150709,A100,M0036,0.0181
20150709,A100,M0048,0.0198
20150709,A100,M0060,0.0216
20150709,A100,M0084,0.0233
20150709,A100,M0120,0.0251
20150709,A100,M0240,0.0274
20150708,A100,M0003,0.0153
20150708,A100,M0006,0.0155
20150708,A100,M0009,0.0157
20150708,A100,M0012,0.016
20150708,A100,M0018,0.0166
20150708,A100,M0024,0.0171
20150708,A100,M0030,0.0176
20150708,A100,M0036,0.0182
20150708,A100,M0048,0.0197
20150708,A100,M0060,0.0214
20150708,A100,M0084,0.0231
20150708,A100,M0120,0.0249
20150708,A100,M0240,0.0272
20150709,E110,M0003,0.0153
20150709,E110,M0006,0.0155
20150709,E110,M0009,0.016
20150709,E110,M0012,0.0162
20150709,E110,M0018,0.0167
20150709,E110,M0024,0.0176
20150708,E110,M0003,0.0154
20150708,E110,M0006,0.0157
20150708,E110,M0009,0.016
20150708,E110,M0012,0.0162
20150708,E110,M0018,0.0167
20150708,E110,M0024,0.0176
20150708,E110,M0030,0.018
20150708,E110,M0036,0.019
20150708,E110,M0048,0.0202
20150708,E110,M0060,0.0228
20150708,E110,M0084,0.0242
20150708,E110,M0120,0.0262
20150708,E110,M0240,0.0286
20150709,E110,M0030,0.018
20150709,E110,M0036,0.0189
20150709,E110,M0048,0.0202
20150709,E110,M0060,0.023
20150709,E110,M0084,0.0244
20150709,E110,M0120,0.0264
20150709,E110,M0240,0.0288
20150706,A100,M0003,0.0154
20150706,A100,M0006,0.0155
20150706,A100,M0009,0.0158
20150706,A100,M0012,0.0161
20150706,A100,M0018,0.0167
20150706,A100,M0024,0.0173
20150706,A100,M0030,0.0179
20150706,A100,M0036,0.0184
20150706,A100,M0048,0.02
20150706,A100,M0060,0.0215
20150706,A100,M0084,0.0232
20150706,A100,M0120,0.0249
20150706,A100,M0240,0.0272
20150706,E110,M0003,0.0155
20150706,E110,M0006,0.0157
20150706,E110,M0009,0.0161
20150706,E110,M0012,0.0163
20150706,E110,M0018,0.0168
20150706,E110,M0024,0.0178
20150706,E110,M0030,0.0183
20150706,E110,M0036,0.0193
20150706,E110,M0048,0.0204
20150706,E110,M0060,0.023
20150706,E110,M0084,0.0243
20150706,E110,M0120,0.0261
20150706,E110,M0240,0.0285
20150701,A100,M0003,0.0156
20150701,A100,M0006,0.0157
20150701,A100,M0009,0.016
20150701,A100,M0012,0.0162
20150701,A100,M0018,0.0168
20150701,A100,M0024,0.0173
20150701,A100,M0030,0.0178
20150701,A100,M0036,0.0181
20150701,A100,M0048,0.02
20150701,A100,M0060,0.0215
20150701,A100,M0084,0.0232
20150701,A100,M0120,0.0249
20150701,A100,M0240,0.0273
20150714,A100,M0003,0.0152
20150714,A100,M0006,0.0154
20150714,A100,M0009,0.0157
20150714,A100,M0012,0.0159
20150714,A100,M0018,0.0166
20150714,A100,M0024,0.0171
20150714,A100,M0030,0.0176
20150714,A100,M0036,0.0181
20150714,A100,M0048,0.0199
20150714,A100,M0060,0.0216
20150714,A100,M0084,0.0234
20150714,A100,M0120,0.0253
20150714,A100,M0240,0.0276
20150701,E110,M0003,0.0157
20150701,E110,M0006,0.0159
20150701,E110,M0009,0.0162
20150701,E110,M0012,0.0165
20150701,E110,M0018,0.0169
20150701,E110,M0024,0.0178
20150701,E110,M0030,0.0182
20150701,E110,M0036,0.0191
20150701,E110,M0048,0.0205
20150701,E110,M0060,0.0229
20150701,E110,M0084,0.0243
20150701,E110,M0120,0.0262
20150701,E110,M0240,0.0287
20150714,E110,M0003,0.0153
20150714,E110,M0006,0.0155
20150714,E110,M0009,0.016
20150714,E110,M0012,0.0162
20150714,E110,M0018,0.0167
20150714,E110,M0024,0.0176
20150714,E110,M0030,0.018
20150714,E110,M0036,0.0189
20150714,E110,M0048,0.0203
20150714,E110,M0060,0.023
20150714,E110,M0084,0.0245
20150714,E110,M0120,0.0265
20150714,E110,M0240,0.0289
20150710,A100,M0003,0.0153
20150710,A100,M0006,0.0154
20150710,A100,M0009,0.0157
20150710,A100,M0012,0.016
20150710,A100,M0018,0.0166
20150710,A100,M0024,0.0171
20150710,A100,M0030,0.0177
20150710,A100,M0036,0.0182
20150710,A100,M0048,0.02
20150710,A100,M0060,0.0217
20150710,A100,M0084,0.0235
20150710,A100,M0120,0.0253
20150710,A100,M0240,0.0275
20150710,E110,M0003,0.0153
20150710,E110,M0006,0.0156
20150710,E110,M0009,0.016
20150710,E110,M0012,0.0162
20150710,E110,M0018,0.0168
20150710,E110,M0024,0.0176
20150710,E110,M0030,0.018
20150710,E110,M0036,0.019
20150710,E110,M0048,0.0204
20150710,E110,M0060,0.0231
20150710,E110,M0084,0.0246
20150710,E110,M0120,0.0265
20150710,E110,M0240,0.0289
20150707,A100,M0003,0.0154
20150707,A100,M0006,0.0155
20150707,A100,M0009,0.0158
20150707,A100,M0012,0.016
20150707,A100,M0018,0.0167
20150707,A100,M0024,0.0173
20150707,A100,M0030,0.0179
20150707,A100,M0036,0.0184
20150707,A100,M0048,0.02
20150707,A100,M0060,0.0217
20150707,A100,M0084,0.0232
20150707,A100,M0120,0.0252
20150707,A100,M0240,0.0275
20150707,E110,M0003,0.0154
20150707,E110,M0006,0.0156
20150707,E110,M0009,0.016
20150707,E110,M0012,0.0163
20150707,E110,M0018,0.0168
20150707,E110,M0024,0.0177
20150707,E110,M0030,0.0182
20150707,E110,M0036,0.0192
20150707,E110,M0048,0.0204
20150707,E110,M0060,0.0231
20150707,E110,M0084,0.0245
20150707,E110,M0120,0.0265
20150707,E110,M0240,0.0288
20150702,A100,M0003,0.0156
20150702,A100,M0006,0.0157
20150702,A100,M0009,0.016
20150702,A100,M0012,0.0162
20150702,A100,M0018,0.0168
20150702,A100,M0024,0.0174
20150702,A100,M0030,0.018
20150702,A100,M0036,0.0184
20150702,A100,M0048,0.0204
20150702,A100,M0060,0.022
20150702,A100,M0084,0.0238
20150702,A100,M0120,0.0255
20150702,A100,M0240,0.0279
20150703,A100,M0003,0.0156
20150703,A100,M0006,0.0157
20150703,A100,M0009,0.0159
20150728,E110,M0003,0.0153
20150728,E110,M0006,0.0155
20150728,E110,M0009,0.0159
20150728,E110,M0012,0.016
20150728,E110,M0018,0.0164
20150728,E110,M0024,0.017
20150728,E110,M0030,0.0173
20150728,E110,M0036,0.0181
20150728,E110,M0048,0.0194
20150728,E110,M0060,0.0218
20150728,E110,M0084,0.0233
20150728,E110,M0120,0.0253
20150728,E110,M0240,0.0278
20150717,A100,M0003,0.0152
20150717,A100,M0006,0.0154
20150717,A100,M0009,0.0157
20150717,A100,M0012,0.016
20150717,A100,M0018,0.0166
20150717,A100,M0024,0.0171
20150717,A100,M0030,0.0176
20150717,A100,M0036,0.0179
20150717,A100,M0048,0.0196
20150717,A100,M0060,0.0212
20150717,A100,M0084,0.0231
20150717,A100,M0120,0.025
20150717,A100,M0240,0.0274
20150724,A100,M0003,0.0152
20150724,A100,M0006,0.0154
20150724,A100,M0009,0.0155
20150724,A100,M0012,0.0156
20150724,A100,M0018,0.0162
20150724,A100,M0024,0.0165
20150724,A100,M0030,0.0169
20150724,A100,M0036,0.0172
20150724,A100,M0048,0.0186
20150724,A100,M0060,0.02
20150724,A100,M0084,0.0218
20150724,A100,M0120,0.0237
20150724,A100,M0240,0.0261
20150717,E110,M0003,0.0152
20150717,E110,M0006,0.0155
20150717,E110,M0009,0.016
20150717,E110,M0012,0.0162
20150717,E110,M0018,0.0168
20150717,E110,M0024,0.0176
20150717,E110,M0030,0.0179
20150717,E110,M0036,0.0187
20150717,E110,M0048,0.02
20150717,E110,M0060,0.0226
20150717,E110,M0084,0.0241
20150724,E110,M0003,0.0152
20150724,E110,M0006,0.0155
20150724,E110,M0009,0.0159
20150724,E110,M0012,0.0159
20150724,E110,M0018,0.0163
20150724,E110,M0024,0.017
20150724,E110,M0030,0.0172
20150724,E110,M0036,0.0179
20150724,E110,M0048,0.0191
20150724,E110,M0060,0.0214
20150724,E110,M0084,0.0228
20150724,E110,M0120,0.0249
20150724,E110,M0240,0.0274
20150717,E110,M0120,0.0262
20150717,E110,M0240,0.0287
20150715,A100,M0003,0.0152
20150715,A100,M0006,0.0154
20150715,A100,M0009,0.0157
20150715,A100,M0012,0.0159
20150715,A100,M0018,0.0166
20150715,A100,M0024,0.0171
20150715,A100,M0030,0.0176
20150715,A100,M0036,0.0181
20150715,A100,M0048,0.0198
20150715,A100,M0060,0.0215
20150715,A100,M0084,0.0234
20150715,A100,M0120,0.0252
20150715,A100,M0240,0.0275
20150715,E110,M0003,0.0153
20150715,E110,M0006,0.0155
20150715,E110,M0009,0.016
20150715,E110,M0012,0.0162
20150715,E110,M0018,0.0167
20150715,E110,M0024,0.0175
20150715,E110,M0030,0.0179
20150715,E110,M0036,0.0188
20150715,E110,M0048,0.0202
20150722,A100,M0003,0.0152
20150722,A100,M0006,0.0155
20150722,A100,M0009,0.0157
20150722,A100,M0012,0.016
20150722,A100,M0018,0.0165
20150722,A100,M0024,0.0169
20150722,A100,M0030,0.0173
20150722,A100,M0036,0.0177
20150722,A100,M0048,0.0192
20150722,A100,M0060,0.0207
20150722,A100,M0084,0.0226
20150722,A100,M0120,0.0245
20150722,A100,M0240,0.0269
20150715,E110,M0060,0.0229
20150715,E110,M0084,0.0244
20150715,E110,M0120,0.0264
20150715,E110,M0240,0.0289
20150722,E110,M0003,0.0152
20150722,E110,M0006,0.0155
20150722,E110,M0009,0.016
20150722,E110,M0012,0.0161
20150722,E110,M0018,0.0167
20150722,E110,M0024,0.0174
20150722,E110,M0030,0.0176
20150722,E110,M0036,0.0184
20150722,E110,M0048,0.0197
20150722,E110,M0060,0.0221
20150722,E110,M0084,0.0236
20150722,E110,M0120,0.0257
20150722,E110,M0240,0.0283
20150727,A100,M0003,0.0152
20150727,A100,M0006,0.0154
20150727,A100,M0009,0.0155
20150727,A100,M0012,0.0156
20150727,A100,M0018,0.0161
20150727,A100,M0024,0.0164
20150727,A100,M0030,0.0168
20150727,A100,M0036,0.0172
20150727,A100,M0048,0.0187
20150727,A100,M0060,0.0201
20150727,A100,M0084,0.022
20150727,A100,M0120,0.0238
20150727,A100,M0240,0.0262
20150720,A100,M0003,0.0152
20150720,A100,M0006,0.0154
20150720,A100,M0009,0.0157
20150720,A100,M0012,0.016
20150720,A100,M0018,0.0166
20150720,A100,M0024,0.0171
20150720,A100,M0030,0.0175
20150720,A100,M0036,0.0179
20150720,A100,M0048,0.0195
20150720,A100,M0060,0.0211
20150720,A100,M0084,0.023
20150720,A100,M0120,0.025
20150720,A100,M0240,0.0274
20150727,E110,M0003,0.0152
20150727,E110,M0006,0.0155
20150727,E110,M0009,0.0159
20150727,E110,M0012,0.0159
20150727,E110,M0018,0.0163
20150727,E110,M0024,0.0169
20150727,E110,M0030,0.0171
20150727,E110,M0036,0.0179
20150727,E110,M0048,0.0191
20150727,E110,M0060,0.0215
20150727,E110,M0084,0.0229
20150727,E110,M0120,0.025
20150727,E110,M0240,0.0276
20150720,E110,M0003,0.0152
20150720,E110,M0006,0.0155
20150720,E110,M0009,0.016
20150720,E110,M0012,0.0162
20150720,E110,M0018,0.0167
20150720,E110,M0060,0.0225
20150720,E110,M0084,0.0241
20150720,E110,M0120,0.0262
20150720,E110,M0240,0.0287
20150720,E110,M0024,0.0175
20150720,E110,M0030,0.0179
20150720,E110,M0036,0.0186
20150720,E110,M0048,0.0199
20150716,A100,M0003,0.0152
20150716,A100,M0006,0.0154
20150716,A100,M0009,0.0157
20150716,A100,M0012,0.0159
20150716,A100,M0018,0.0166
20150716,A100,M0024,0.0171
20150716,A100,M0030,0.0176
20150716,A100,M0036,0.0181
20150716,A100,M0048,0.0197
20150716,A100,M0060,0.0214
20150716,A100,M0084,0.0232
20150716,A100,M0120,0.0251
20150716,A100,M0240,0.0275
20150723,A100,M0003,0.0152
20150723,A100,M0006,0.0154
20150723,A100,M0009,0.0156
20150723,A100,M0012,0.0157
20150723,A100,M0018,0.0163
20150723,A100,M0024,0.0166
20150723,A100,M0030,0.017
20150723,A100,M0036,0.0174
20150723,A100,M0048,0.0187
20150723,A100,M0060,0.0202
20150723,A100,M0084,0.0221
20150723,A100,M0120,0.024
20150723,A100,M0240,0.0264
20150716,E110,M0003,0.0153
20150716,E110,M0006,0.0155
20150716,E110,M0009,0.016
20150716,E110,M0012,0.0162
20150716,E110,M0018,0.0167
20150716,E110,M0024,0.0175
20150716,E110,M0030,0.018
20150716,E110,M0036,0.0188
20150716,E110,M0048,0.0201
20150716,E110,M0060,0.0228
20150716,E110,M0084,0.0243
20150716,E110,M0120,0.0263
20150716,E110,M0240,0.0288
20150723,E110,M0003,0.0152
20150723,E110,M0006,0.0155
20150723,E110,M0009,0.0159
20150723,E110,M0012,0.016
20150723,E110,M0018,0.0164
20150723,E110,M0024,0.0171
20150723,E110,M0030,0.0173
20150723,E110,M0036,0.018
20150723,E110,M0048,0.0192
20150723,E110,M0060,0.0216
20150723,E110,M0084,0.0231
20150723,E110,M0120,0.0252
20150723,E110,M0240,0.0277
20150721,A100,M0003,0.0153
20150721,A100,M0006,0.0155
20150721,A100,M0009,0.0157
20150721,A100,M0012,0.016
20150721,A100,M0018,0.0167
20150721,A100,M0024,0.0171
20150721,A100,M0030,0.0175
20150721,A100,M0036,0.0179
20150721,A100,M0048,0.0195
20150721,A100,M0060,0.0211
20150721,A100,M0084,0.0229
20150721,A100,M0120,0.0249
20150721,A100,M0240,0.0273
20150728,A100,M0003,0.0152
20150728,A100,M0006,0.0154
20150728,A100,M0009,0.0155
20150728,A100,M0012,0.0157
20150728,A100,M0018,0.0162
20150728,A100,M0024,0.0166
20150728,A100,M0030,0.017
20150728,A100,M0036,0.0175
20150728,A100,M0048,0.019
20150728,A100,M0060,0.0204
20150728,A100,M0084,0.0223
20150728,A100,M0120,0.0242
20150728,A100,M0240,0.0265
20150721,E110,M0003,0.0152
20150721,E110,M0006,0.0155
20150721,E110,M0009,0.016
20150721,E110,M0012,0.0162
20150721,E110,M0018,0.0168
20150721,E110,M0024,0.0175
20150721,E110,M0030,0.0178
20150721,E110,M0036,0.0186
20150721,E110,M0048,0.0199
20150721,E110,M0060,0.0224
20150721,E110,M0084,0.024
20150721,E110,M0120,0.0261
20150721,E110,M0240,0.0286
20150731,A100,M0003,0.0151
20150731,A100,M0006,0.0154
20150731,A100,M0009,0.0156
20150731,A100,M0012,0.0158
20150731,A100,M0018,0.0164
20150731,A100,M0024,0.0169
20150731,A100,M0030,0.0174
20150731,A100,M0036,0.0179
20150731,A100,M0048,0.0195
20150731,A100,M0060,0.0209
20150731,A100,M0084,0.0228
20150731,A100,M0120,0.0246
20150731,A100,M0240,0.0268
20150730,A100,M0003,0.0151
20150730,A100,M0006,0.0154
20150730,A100,M0009,0.0155
20150730,A100,M0012,0.0157
20150730,A100,M0018,0.0163
20150730,A100,M0024,0.0167
20150730,A100,M0030,0.0171
20150730,A100,M0036,0.0175
20150730,A100,M0048,0.0191
20150730,A100,M0060,0.0205
20150730,A100,M0084,0.0224
20150730,A100,M0120,0.0243
20150730,A100,M0240,0.0265
20150729,A100,M0003,0.0152
20150729,A100,M0006,0.0154
20150729,A100,M0009,0.0155
20150729,A100,M0012,0.0156
20150729,A100,M0018,0.0162
20150729,A100,M0024,0.0165
20150729,A100,M0030,0.0169
20150729,A100,M0036,0.0174
20150729,A100,M0048,0.0188
20150729,A100,M0060,0.0202
20150729,A100,M0084,0.0221
20150729,A100,M0120,0.0239
20150729,A100,M0240,0.0263
20150903,E110,M0003,0.0154
20150903,E110,M0006,0.0155
20150903,E110,M0009,0.0159
20150903,E110,M0012,0.0161
20150903,E110,M0018,0.0165
20150903,E110,M0024,0.0169
20150903,E110,M0030,0.0168
20150903,E110,M0036,0.0176
20150903,E110,M0048,0.0186
20150903,E110,M0060,0.0207
20150903,E110,M0084,0.0222
20150903,E110,M0120,0.0243
20150903,E110,M0240,0.0265
20150903,A100,M0003,0.0152
20150903,A100,M0006,0.0155
20150903,A100,M0009,0.0155
20150903,A100,M0012,0.0156
20150903,A100,M0018,0.0159
20150903,A100,M0024,0.0162
20150903,A100,M0030,0.0165
20150903,A100,M0036,0.017
20150903,A100,M0048,0.0182
20150903,A100,M0060,0.0195
20150903,A100,M0084,0.0213
20150903,A100,M0120,0.0232
20150903,A100,M0240,0.0252
20150731,E110,M0003,0.0154
20150731,E110,M0006,0.0156
20150731,E110,M0009,0.016
20150731,E110,M0012,0.0162
20150731,E110,M0018,0.0166
20150731,E110,M0024,0.0173
20150731,E110,M0030,0.0176
20150731,E110,M0036,0.0186
20150731,E110,M0048,0.0199
20150731,E110,M0060,0.0224
20150731,E110,M0084,0.0237
20150731,E110,M0120,0.0258
20150731,E110,M0240,0.0281
20150730,E110,M0003,0.0153
20150730,E110,M0006,0.0155
20150730,E110,M0009,0.0159
20150730,E110,M0012,0.016
20150730,E110,M0018,0.0164
20150730,E110,M0024,0.0171
20150730,E110,M0030,0.0173
20150730,E110,M0036,0.0182
20150730,E110,M0048,0.0195
20150730,E110,M0060,0.0219
20150730,E110,M0084,0.0233
20150730,E110,M0120,0.0254
20150730,E110,M0240,0.0278
20150729,E110,M0003,0.0153
20150729,E110,M0006,0.0155
20150729,E110,M0009,0.0159
20150729,E110,M0012,0.016
20150729,E110,M0018,0.0164
20150729,E110,M0024,0.017
20150729,E110,M0030,0.0172
20150729,E110,M0036,0.018
20150729,E110,M0048,0.0193
20150729,E110,M0060,0.0217
20150729,E110,M0084,0.0231
20150729,E110,M0120,0.0251
20150729,E110,M0240,0.0276
20160802,A100,M0003,0.0121
20160802,A100,M0006,0.0125
20160802,A100,M0009,0.0126
20160802,A100,M0012,0.0125
20160802,A100,M0018,0.0124
20160802,A100,M0024,0.0124
20160802,A100,M0030,0.0124
20160802,A100,M0036,0.0123
20160802,A100,M0048,0.0124
20160802,A100,M0060,0.0127
20160802,A100,M0084,0.0131
20160802,A100,M0120,0.0139
20160802,A100,M0240,0.0147
20160802,E110,M0003,0.0124
20160802,E110,M0006,0.0125
20160802,E110,M0009,0.0127
20160802,E110,M0012,0.0128
20160802,E110,M0018,0.0128
20160802,E110,M0024,0.0129
20160802,E110,M0030,0.013
20160802,E110,M0036,0.0132
20160802,E110,M0048,0.0133
20160802,E110,M0060,0.0137
20160802,E110,M0084,0.014
20160802,E110,M0120,0.0151
20160802,E110,M0240,0.0163
20160809,A100,M0003,0.0121
20160809,A100,M0006,0.0126
20160809,A100,M0009,0.0126
20160809,A100,M0012,0.0126
20160809,A100,M0018,0.0125
20160809,A100,M0024,0.0124
20160809,A100,M0030,0.0125
20160809,A100,M0036,0.0125
20160809,A100,M0048,0.0126
20160809,A100,M0060,0.0129
20160809,A100,M0084,0.0134
20160809,A100,M0120,0.0143
20160809,A100,M0240,0.015
20160805,A100,M0003,0.0121
20160805,A100,M0006,0.0125
20160805,A100,M0009,0.0126
20160805,A100,M0012,0.0125
20160805,A100,M0018,0.0124
20160805,A100,M0024,0.0124
20160805,A100,M0030,0.0124
20160805,A100,M0036,0.0123
20160805,A100,M0048,0.0124
20160805,A100,M0060,0.0127
20160805,A100,M0084,0.0131
20160805,A100,M0120,0.014
20160805,A100,M0240,0.0147
20160805,E110,M0003,0.0123
20160805,E110,M0006,0.0125
20160805,E110,M0009,0.0127
20160805,E110,M0012,0.0128
20160805,E110,M0018,0.0128
20160805,E110,M0024,0.0129
20160805,E110,M0030,0.013
20160805,E110,M0036,0.0132
20160805,E110,M0048,0.0133
20160805,E110,M0060,0.0138
20160805,E110,M0084,0.014
20160805,E110,M0120,0.0152
20160805,E110,M0240,0.0163
20160803,A100,M0003,0.0121
20160803,A100,M0006,0.0126
20160803,A100,M0009,0.0126
20160803,A100,M0012,0.0126
20160803,A100,M0018,0.0126
20160803,A100,M0024,0.0126
20160803,A100,M0030,0.0126
20160803,A100,M0036,0.0126
20160803,A100,M0048,0.0127
20160803,A100,M0060,0.013
20160803,A100,M0084,0.0134
20160803,A100,M0120,0.0143
20160803,A100,M0240,0.015
20160803,E110,M0003,0.0124
20160803,E110,M0006,0.0126
20160803,E110,M0009,0.0127
20160803,E110,M0012,0.0129
20160803,E110,M0018,0.0129
20160803,E110,M0024,0.013
20160803,E110,M0030,0.0132
20160803,E110,M0036,0.0134
20160803,E110,M0048,0.0136
20160803,E110,M0060,0.0141
20160803,E110,M0084,0.0143
20160803,E110,M0120,0.0155
20160803,E110,M0240,0.0166
20170227,A100,M0009,0.0143
20170227,A100,M0012,0.0146
20170227,A100,M0018,0.0155
20170227,A100,M0024,0.0162
20170220,A100,M0084,0.0211
20170220,A100,M0120,0.0222
20170220,A100,M0240,0.0223
20170223,A100,M0018,0.0155
20170223,A100,M0024,0.0162
20170223,A100,M0030,0.0167
20170223,A100,M0036,0.0171
20170223,A100,M0048,0.0182
20170223,A100,M0060,0.0192
20170223,A100,M0084,0.0211
20170223,A100,M0120,0.0223
20170223,A100,M0240,0.0225
20170222,A100,M0003,0.0127
20170222,A100,M0006,0.0138
20170222,A100,M0009,0.0142
20170222,A100,M0012,0.0146
20170222,A100,M0018,0.0157
20170222,A100,M0024,0.0164
20170222,A100,M0030,0.0169
20170222,A100,M0036,0.0174
20170222,A100,M0048,0.0187
20170222,A100,M0060,0.0197
20170222,A100,M0084,0.0216
20170222,A100,M0120,0.0228
20170222,A100,M0240,0.023
20170227,A100,M0030,0.0166
20170227,A100,M0036,0.0171
20170227,A100,M0048,0.0181
20170227,A100,M0060,0.019
20170227,A100,M0084,0.0208
20170227,A100,M0120,0.022
20170227,A100,M0240,0.0223
20170224,A100,M0003,0.0127
20170224,A100,M0006,0.0138
20170224,A100,M0009,0.0143
20170224,A100,M0012,0.0146
20170224,A100,M0018,0.0155
20170224,A100,M0024,0.0162
20170224,A100,M0030,0.0166
20170224,A100,M0036,0.0171
20170224,A100,M0048,0.0181
20170224,A100,M0060,0.019
20170224,A100,M0084,0.0209
20170224,A100,M0120,0.0221
20170224,A100,M0240,0.0223
20170223,A100,M0003,0.0127
20170223,A100,M0006,0.0137
20170223,A100,M0009,0.0142
20170223,A100,M0012,0.0145
20170228,A100,M0003,0.0128
20170228,A100,M0006,0.0138
20170228,A100,M0009,0.0143
20170228,A100,M0012,0.0146
20170228,A100,M0018,0.0155
20170228,A100,M0024,0.0162
20170228,A100,M0030,0.0167
20170228,A100,M0036,0.0171
20170228,A100,M0048,0.0181
20170228,A100,M0060,0.019
20170228,A100,M0084,0.0208
20170228,A100,M0120,0.0219
20170228,A100,M0240,0.0222
20170227,A100,M0003,0.0128
20170227,A100,M0006,0.0138
20170214,A100,M0120,0.0216
20170214,A100,M0240,0.0217
20170216,A100,M0036,0.017
20170216,A100,M0048,0.0181
20170216,A100,M0060,0.0189
20170216,A100,M0084,0.0207
20170216,A100,M0120,0.0217
20170216,A100,M0240,0.0218
20170215,A100,M0003,0.0127
20170215,A100,M0006,0.0138
20170215,A100,M0009,0.0144
20170215,A100,M0012,0.0147
20170215,A100,M0018,0.0155
20170215,A100,M0024,0.0161
20170215,A100,M0030,0.0166
20170215,A100,M0036,0.017
20170215,A100,M0048,0.0181
20170215,A100,M0060,0.019
20170215,A100,M0084,0.0208
20170215,A100,M0120,0.0218
20170215,A100,M0240,0.0218
20170220,A100,M0003,0.0127
20170220,A100,M0006,0.0138
20170220,A100,M0009,0.0143
20170220,A100,M0012,0.0146
20170220,A100,M0018,0.0156
20170220,A100,M0024,0.0162
20170220,A100,M0030,0.0167
20170220,A100,M0036,0.0171
20170220,A100,M0048,0.0183
20170220,A100,M0060,0.0192
20170217,A100,M0003,0.0127
20170217,A100,M0006,0.0139
20170217,A100,M0009,0.0143
20170217,A100,M0012,0.0146
20170217,A100,M0018,0.0155
20170217,A100,M0024,0.0161
20170217,A100,M0030,0.0166
20170217,A100,M0036,0.0169
20170217,A100,M0048,0.018
20170217,A100,M0060,0.0189
20170217,A100,M0084,0.0207
20170217,A100,M0120,0.0217
20170217,A100,M0240,0.0218
20170216,A100,M0003,0.0127
20170216,A100,M0006,0.0138
20170216,A100,M0009,0.0144
20170216,A100,M0012,0.0146
20170216,A100,M0018,0.0155
20170216,A100,M0024,0.0161
20170216,A100,M0030,0.0166
20170221,A100,M0003,0.0127
20170221,A100,M0006,0.0137
20170221,A100,M0009,0.0142
20170221,A100,M0012,0.0146
20170221,A100,M0018,0.0156
20170221,A100,M0024,0.0162
20170221,A100,M0030,0.0167
20170221,A100,M0036,0.0171
20170221,A100,M0048,0.0184
20170221,A100,M0060,0.0193
20170221,A100,M0084,0.0212
20170221,A100,M0120,0.0223
20170221,A100,M0240,0.0227
20170207,A100,M0024,0.016
20170209,A100,M0024,0.0161
20170209,A100,M0030,0.0166
20170209,A100,M0036,0.0169
20170209,A100,M0048,0.0181
20170209,A100,M0060,0.0189
20170209,A100,M0084,0.0208
20170209,A100,M0120,0.0216
20170209,A100,M0240,0.0218
20170208,A100,M0003,0.0128
20170208,A100,M0006,0.0138
20170208,A100,M0009,0.0143
20170208,A100,M0012,0.0147
20170208,A100,M0018,0.0154
20170208,A100,M0024,0.0159
20170208,A100,M0030,0.0165
20170208,A100,M0036,0.0167
20170208,A100,M0048,0.0179
20170208,A100,M0060,0.0187
20170208,A100,M0084,0.0206
20170208,A100,M0120,0.0215
20170208,A100,M0240,0.0217
20170214,A100,M0003,0.0127
20170214,A100,M0006,0.0138
20170213,A100,M0003,0.0127
20170213,A100,M0009,0.0144
20170213,A100,M0012,0.0147
20170213,A100,M0018,0.0155
20170213,A100,M0024,0.0161
20170213,A100,M0030,0.0166
20170213,A100,M0036,0.017
20170213,A100,M0048,0.0182
20170213,A100,M0060,0.019
20170213,A100,M0084,0.0209
20170213,A100,M0120,0.0218
20170213,A100,M0240,0.0218
20170210,A100,M0003,0.0128
20170210,A100,M0006,0.0138
20170210,A100,M0009,0.0144
20170210,A100,M0012,0.0147
20170210,A100,M0018,0.0155
20170210,A100,M0024,0.016
20170210,A100,M0030,0.0166
20170210,A100,M0036,0.0169
20170210,A100,M0048,0.0181
20170210,A100,M0060,0.0189
20170210,A100,M0084,0.0208
20170210,A100,M0120,0.0216
20170210,A100,M0240,0.0217
20170209,A100,M0003,0.0128
20170209,A100,M0006,0.0138
20170209,A100,M0009,0.0143
20170209,A100,M0012,0.0147
20170209,A100,M0018,0.0154
20170214,A100,M0009,0.0143
20170214,A100,M0012,0.0146
20170214,A100,M0018,0.0155
20170214,A100,M0024,0.016
20170214,A100,M0030,0.0166
20170214,A100,M0036,0.0169
20170214,A100,M0048,0.018
20170214,A100,M0060,0.0188
20170214,A100,M0084,0.0206
