CERT,PY,KM,PRICE,FUEL,MODEL
Certificated,2013,71000,2120,Diesel,A-Class
Normal,2013,43000,2250,Diesel,A-Class
Guaranteed,2013,45875,2100,Diesel,A-Class
Guaranteed,2013,44102,2230,Diesel,A-Class
Certificated,2017,2305,4950,Gasoline,A-Class
Guaranteed,2017,7038,3099,Gasoline,A-Class
Certificated,2016,3012,2900,Gasoline,A-Class
Normal,2014,59078,2100,Diesel,A-Class
Normal,2017,8,3130,Gasoline,A-Class
Normal,2015,32252,2490,Diesel,A-Class
Guaranteed,2017,10,3290,Gasoline,A-Class
Guaranteed,2013,48199,3090,Diesel,A-Class
Guaranteed,2014,27109,2320,Diesel,A-Class
Certificated,2017,1459,5000,Gasoline,A-Class
Guaranteed,2016,29305,2649,Gasoline,A-Class
Certificated,2017,2423,5000,Gasoline,A-Class
Normal,2015,30226,3730,Gasoline,A-Class
Normal,2015,57667,2270,Diesel,A-Class
Normal,2014,83284,2299,Diesel,A-Class
Normal,2014,93092,2030,Diesel,A-Class
Guaranteed,2016,20001,2750,Gasoline,A-Class
Normal,2017,1593,4299,Gasoline,A-Class
Normal,2016,17778,2750,Gasoline,A-Class
Normal,2014,35720,2490,Diesel,A-Class
Normal,2015,19000,3200,Gasoline,A-Class
Normal,2015,36000,3780,Gasoline,A-Class
Guaranteed,2015,44098,3850,Gasoline,A-Class
Normal,2017,27900,4690,Gasoline,A-Class
Normal,2015,40000,3730,Gasoline,A-Class
Guaranteed,2016,14580,2750,Gasoline,A-Class
Guaranteed,2017,28989,2590,Gasoline,A-Class
Guaranteed,2013,139875,1670,Diesel,A-Class
Normal,2015,30655,3990,Gasoline,A-Class
Normal,2013,38000,2300,Diesel,A-Class
Normal,2016,9187,2790,Gasoline,A-Class
Guaranteed,2013,16893,2290,Diesel,A-Class
Normal,2014,33000,2500,Diesel,A-Class
Normal,2015,47663,2190,Diesel,A-Class
Normal,2016,30986,3590,Gasoline,A-Class
Normal,2014,45244,2370,Diesel,A-Class
Guaranteed,2017,4587,3100,Gasoline,A-Class
Normal,2015,41455,3950,Gasoline,A-Class
Guaranteed,2016,49350,2490,Gasoline,A-Class
Normal,2015,44615,3690,Gasoline,A-Class
Normal,2014,21000,2590,Diesel,A-Class
Certificated,2017,1770,3050,Gasoline,A-Class
Normal,2014,24000,2550,Diesel,A-Class
Certificated,2013,15280,2500,Diesel,A-Class
Certificated,2017,3600,5000,Gasoline,A-Class
Certificated,2017,1000,4950,Gasoline,A-Class
Normal,2015,53567,3750,Gasoline,A-Class
Guaranteed,2014,38468,2250,Diesel,A-Class
Normal,2016,25900,4650,Gasoline,A-Class
Normal,2014,94000,2290,Diesel,A-Class
Certificated,2017,2010,4950,Gasoline,A-Class
Certificated,2017,5506,2970,Gasoline,A-Class
Normal,2016,26000,2690,Gasoline,A-Class
Normal,2016,30518,2490,Gasoline,A-Class
Normal,2014,32000,2380,Diesel,A-Class
Certificated,2017,33993,4250,Gasoline,A-Class
Certificated,2016,54238,2350,Gasoline,A-Class
Certificated,2015,15697,2850,Diesel,A-Class
Certificated,2015,8293,2870,Diesel,A-Class
Guaranteed,2016,15600,4300,Gasoline,A-Class
Normal,2013,24438,2150,Diesel,A-Class
Normal,2017,9,3450,Gasoline,A-Class
Normal,2004,220000,270,Gasoline,A-Class
Normal,2014,25000,2700,Diesel,A-Class
Guaranteed,2016,13158,2590,Gasoline,A-Class
Normal,2014,60000,2600,Diesel,A-Class
Normal,2016,10605,4390,Gasoline,A-Class
Normal,2015,53418,2570,Diesel,A-Class
Normal,2017,9,3150,Gasoline,A-Class
Normal,2016,15800,2700,Gasoline,A-Class
Normal,2017,283,3090,Gasoline,A-Class
Certificated,2017,3436,5000,Gasoline,A-Class
Normal,2016,3664,2880,Gasoline,A-Class
Normal,2015,36905,2590,Diesel,A-Class
Normal,2017,69,3700,Gasoline,A-Class
Normal,2017,8,3190,Gasoline,A-Class
Normal,2013,12475,2590,Diesel,A-Class
Normal,2013,64617,2350,Diesel,A-Class
Normal,2015,43950,3730,Gasoline,A-Class
Normal,2013,17775,2420,Diesel,A-Class
Certificated,2015,9672,4390,Gasoline,A-Class
Normal,2017,19000,4580,Gasoline,A-Class
Normal,2016,4000,2900,Gasoline,A-Class
Normal,2015,12500,3810,Gasoline,A-Class
Normal,2015,77891,2350,Diesel,A-Class
Normal,2014,38000,2190,Diesel,A-Class
Guaranteed,2014,57501,2190,Diesel,A-Class
Certificated,2017,5895,3380,Gasoline,A-Class
Normal,2016,25000,2650,Gasoline,A-Class
Normal,2015,17200,3700,Gasoline,A-Class
Normal,2015,36000,1870,Diesel,A-Class
Normal,2014,59000,2399,Diesel,A-Class
Normal,2015,28000,3999,Gasoline,A-Class
Normal,2017,600,3200,Gasoline,A-Class
Normal,2016,6000,2890,Gasoline,A-Class
Normal,2013,48986,1790,Diesel,A-Class
Normal,2017,2500,4900,Gasoline,A-Class
Normal,2015,46000,2450,Diesel,A-Class
Normal,2013,125000,1870,Diesel,A-Class
Normal,2016,43000,4050,Gasoline,A-Class
Guaranteed,2015,25514,3690,Gasoline,A-Class
Normal,2016,10927,2800,Gasoline,A-Class
Certificated,2017,577,5000,Gasoline,A-Class
Certificated,2017,2326,5000,Gasoline,A-Class
Certificated,2017,925,5100,Gasoline,A-Class
Normal,2017,17,3400,Gasoline,A-Class
Normal,2016,32900,4300,Gasoline,A-Class
Normal,2015,53000,3600,Gasoline,A-Class
Certificated,2017,1002,5000,Gasoline,A-Class
Guaranteed,2008,95343,920,Gasoline,B-Class
Normal,2008,120000,800,Gasoline,B-Class
Guaranteed,2007,114956,749,Gasoline,B-Class
Normal,2007,164751,600,Gasoline,B-Class
Normal,2015,90000,2520,Diesel,B-Class
Normal,2013,69269,1960,Diesel,B-Class
Guaranteed,2015,16287,2990,Diesel,B-Class
Normal,2008,89527,930,Gasoline,B-Class
Normal,2013,121272,1750,Diesel,B-Class
Normal,2017,6033,3490,Diesel,B-Class
Certificated,2015,31873,3000,Diesel,B-Class
Normal,2014,65869,2290,Diesel,B-Class
Normal,2012,120000,1570,Diesel,B-Class
Normal,2010,64018,1169,Gasoline,B-Class
Normal,2008,119000,870,Gasoline,B-Class
Normal,2007,130000,820,Gasoline,B-Class
Normal,2009,129484,890,Gasoline,B-Class
Normal,2012,104929,1750,Diesel,B-Class
Normal,2012,61000,1890,Diesel,B-Class
Normal,2007,84279,960,Gasoline,B-Class
Normal,2008,110000,850,Gasoline,B-Class
Certificated,2016,14704,3300,Diesel,B-Class
Certificated,2016,10948,3300,Diesel,B-Class
Normal,2009,100000,1130,Gasoline,B-Class
Normal,2008,120000,880,Gasoline,B-Class
Normal,2009,147979,790,Gasoline,B-Class
Normal,2009,70797,1030,Gasoline,B-Class
Normal,2014,97022,2200,Diesel,B-Class
Normal,2014,48000,2500,Diesel,B-Class
Normal,2013,90910,2150,Diesel,B-Class
Certificated,2016,1655,3500,Diesel,B-Class
Normal,2017,1100,3580,Diesel,B-Class
Normal,2007,152000,800,Gasoline,B-Class
Normal,2008,160000,790,Gasoline,B-Class
Normal,2011,73000,999,Gasoline,B-Class
Normal,2008,128000,860,Gasoline,B-Class
Guaranteed,2013,70591,2170,Diesel,B-Class
Normal,2015,25530,3030,Diesel,B-Class
Certificated,2013,49620,2250,Diesel,B-Class
Certificated,2017,1000,3900,Diesel,B-Class
Certificated,2017,2110,3800,Diesel,B-Class
Certificated,2016,9560,3350,Diesel,B-Class
Normal,2009,147000,800,Gasoline,B-Class
Normal,2011,56700,1300,Gasoline,B-Class
Normal,2013,134440,1630,Diesel,B-Class
Normal,2009,160000,900,Gasoline,B-Class
Normal,2015,13991,2950,Diesel,B-Class
Normal,2013,34916,2280,Diesel,B-Class
Normal,2010,120000,910,Gasoline,B-Class
Normal,2013,53360,1950,Diesel,B-Class
Normal,2007,177000,620,Gasoline,B-Class
Guaranteed,2010,93340,1120,Gasoline,B-Class
Certificated,2014,39687,2700,Diesel,B-Class
Normal,2008,122528,775,Gasoline,B-Class
Normal,2010,86689,1090,Gasoline,B-Class
Certificated,2016,7261,3450,Diesel,B-Class
Guaranteed,2013,27959,2220,Diesel,B-Class
Normal,2013,50000,2100,Diesel,B-Class
Normal,2008,71300,800,Gasoline,B-Class
Normal,2008,171815,850,Gasoline,B-Class
Certificated,2016,11515,3300,Diesel,B-Class
Certificated,2016,8431,3400,Diesel,B-Class
Normal,2013,37000,2220,Diesel,B-Class
Certificated,2016,6641,3550,Diesel,B-Class
Certificated,2015,96490,2320,Diesel,B-Class
Normal,2013,63684,2090,Diesel,B-Class
Normal,2013,56459,2200,Diesel,B-Class
Normal,2008,99530,980,Gasoline,B-Class
Guaranteed,2013,67342,1890,Diesel,B-Class
Normal,2016,9816,3450,Diesel,B-Class
Normal,2016,19400,3260,Diesel,B-Class
Normal,2017,2500,3530,Diesel,B-Class
Normal,2007,90500,990,Gasoline,B-Class
Normal,2007,90000,950,Gasoline,B-Class
Normal,2013,62500,1980,Diesel,B-Class
Normal,2008,120000,800,Gasoline,B-Class
Certificated,2015,17750,2850,Diesel,B-Class
Certificated,2015,28695,2900,Diesel,B-Class
Certificated,2016,23892,3430,Diesel,B-Class
Certificated,2015,80026,2480,Diesel,B-Class
Normal,2015,98000,2180,Diesel,B-Class
Normal,2009,88073,980,Gasoline,B-Class
Normal,2016,24000,3050,Diesel,B-Class
Normal,2007,146000,690,Gasoline,B-Class
Certificated,2017,3023,3700,Diesel,B-Class
Normal,2007,99999,770,Gasoline,B-Class
Normal,2013,101459,1790,Diesel,B-Class
Guaranteed,2008,101770,870,Gasoline,B-Class
Normal,2007,180000,690,Gasoline,B-Class
Normal,2013,99000,1730,Diesel,B-Class
Normal,2007,140990,730,Gasoline,B-Class
Normal,2014,25000,2550,Diesel,B-Class
Normal,2014,57200,2350,Diesel,B-Class
Certificated,2017,1016,3900,Diesel,B-Class
Normal,2009,123200,930,Gasoline,B-Class
Normal,2016,10000,3200,Diesel,B-Class
Certificated,2016,7341,3450,Diesel,B-Class
Normal,2017,6563,4620,Gasoline,C-Class
Normal,2015,17030,3980,Gasoline,C-Class
Normal,2009,121826,2550,Gasoline,C-Class
Guaranteed,2009,53597,1690,Gasoline,C-Class
Normal,2015,41160,3820,Diesel,C-Class
Guaranteed,2013,31691,2750,Diesel,C-Class
Normal,2010,75178,3180,Gasoline,C-Class
Normal,2010,94320,1790,Gasoline,C-Class
Normal,2012,85458,2170,Diesel,C-Class
Normal,2015,38800,4050,Diesel,C-Class
Normal,2010,128800,1540,Gasoline,C-Class
Normal,2009,118000,1250,Gasoline,C-Class
Guaranteed,2018,19,4990,Diesel,C-Class
Normal,1997,242000,400,Gasoline,C-Class
Normal,2014,106067,2950,Diesel,C-Class
Guaranteed,2015,113458,3180,Diesel,C-Class
Normal,2008,170000,999,Gasoline,C-Class
Normal,2015,66000,2980,Gasoline,C-Class
Guaranteed,2015,76888,3570,Diesel,C-Class
Guaranteed,2014,31667,4050,Diesel,C-Class
Normal,2012,54800,2270,Gasoline,C-Class
Normal,2016,60409,3990,Diesel,C-Class
Normal,2014,78000,3350,Diesel,C-Class
Normal,2013,112600,1990,Diesel,C-Class
Normal,2014,37000,3530,Diesel,C-Class
Guaranteed,2015,23011,3530,Gasoline,C-Class
Normal,2016,22300,4130,Gasoline,C-Class
Certificated,2017,1000,10000,Gasoline,C-Class
Certificated,2017,2004,9800,Gasoline,C-Class
Certificated,2012,67753,2200,Gasoline,C-Class
Certificated,2017,1000,5400,Diesel,C-Class
Guaranteed,2014,38242,3700,Diesel,C-Class
Normal,2011,36000,2220,Gasoline,C-Class
Guaranteed,2015,12018,4490,Diesel,C-Class
Normal,2014,91671,2470,Diesel,C-Class
Normal,2011,48360,2390,Gasoline,C-Class
Normal,2015,24745,3590,Diesel,C-Class
Normal,2011,105000,1799,Gasoline,C-Class
Guaranteed,2016,12074,4200,Gasoline,C-Class
Normal,2008,99000,1490,Gasoline,C-Class
Guaranteed,2014,35074,3690,Gasoline,C-Class
Normal,2017,13888,4750,Diesel,C-Class
Certificated,2017,3085,9900,Gasoline,C-Class
Normal,2017,5051,4350,Gasoline,C-Class
Normal,2017,7145,5699,Gasoline,C-Class
Normal,2015,30000,3890,Gasoline,C-Class
Normal,2005,111472,650,Gasoline,C-Class
Certificated,2016,3472,4600,Gasoline,C-Class
Guaranteed,2012,48386,2490,Gasoline,C-Class
Normal,2008,109458,1280,Gasoline,C-Class
Normal,2013,119500,2120,Diesel,C-Class
Normal,2008,219907,1230,Gasoline,C-Class
Normal,2015,40500,3660,Diesel,C-Class
Normal,2016,13500,8500,Gasoline,C-Class
Guaranteed,2013,26654,2890,Diesel,C-Class
Normal,2009,133146,2290,Gasoline,C-Class
Normal,2015,26000,3590,Diesel,C-Class
Normal,2011,38728,1900,Gasoline,C-Class
Guaranteed,2016,23133,4440,Diesel,C-Class
Normal,2005,180000,450,Gasoline,C-Class
Normal,2008,90000,1500,Gasoline,C-Class
Certificated,2017,4199,9900,Gasoline,C-Class
Normal,2016,8400,3420,Diesel,C-Class
Guaranteed,2018,90,5449,Diesel,C-Class
Guaranteed,2011,96793,1799,Gasoline,C-Class
Normal,2008,118893,1590,Gasoline,C-Class
Normal,2015,12432,3900,Diesel,C-Class
Guaranteed,2015,17250,4080,Gasoline,C-Class
Normal,2015,54250,3780,Diesel,C-Class
Guaranteed,2013,68595,2270,Diesel,C-Class
Normal,2010,87350,1850,Gasoline,C-Class
Normal,2016,9000,4350,Gasoline,C-Class
Normal,2010,40000,1740,Gasoline,C-Class
Normal,2011,109103,1940,Diesel,C-Class
Normal,2013,59522,2230,Gasoline,C-Class
Normal,2011,152000,1950,Diesel,C-Class
Normal,2014,85844,3350,Diesel,C-Class
Normal,2012,68730,2300,Diesel,C-Class
Normal,2011,104251,1630,Diesel,C-Class
Normal,2014,50000,2330,Diesel,C-Class
Normal,2015,54271,3740,Diesel,C-Class
Normal,2015,14174,3650,Gasoline,C-Class
Normal,2014,89122,3230,Diesel,C-Class
Certificated,2015,27070,3750,Gasoline,C-Class
Certificated,2017,7543,7000,Gasoline,C-Class
Normal,2017,7762,4630,Gasoline,C-Class
Normal,2014,43700,3630,Gasoline,C-Class
Normal,2015,64000,3800,Diesel,C-Class
Certificated,2017,1680,7300,Gasoline,C-Class
Normal,2015,38110,3899,Diesel,C-Class
Normal,2007,155751,400,Gasoline,C-Class
Normal,2010,143226,1300,Diesel,C-Class
Guaranteed,2012,115502,1850,Gasoline,C-Class
Normal,2010,123262,1390,Gasoline,C-Class
Normal,2009,81000,1820,Gasoline,C-Class
Guaranteed,2008,117582,1470,Gasoline,C-Class
Normal,2015,39349,3890,Diesel,C-Class
Normal,2012,140000,1670,Diesel,C-Class
Normal,2010,99913,1230,Gasoline,C-Class
Normal,2008,122081,1330,Diesel,C-Class
Normal,2016,38497,3499,Diesel,C-Class
Guaranteed,2010,78275,1650,Gasoline,C-Class
Normal,2015,53000,3890,Diesel,C-Class
Normal,2008,75479,1399,Gasoline,C-Class
Normal,2013,57000,2530,Diesel,C-Class
Normal,2011,135358,1830,Gasoline,C-Class
Guaranteed,2009,91762,1379,Gasoline,C-Class
Normal,2016,27822,4350,Gasoline,C-Class
Normal,2007,143000,1050,Gasoline,C-Class
Guaranteed,2017,10495,9200,Gasoline,C-Class
Normal,2015,71916,3690,Diesel,C-Class
Guaranteed,2016,8648,5450,Gasoline,C-Class
Normal,2011,55000,2290,Gasoline,C-Class
Normal,2014,30000,2700,Diesel,C-Class
Normal,2008,152090,1200,Gasoline,C-Class
Normal,2007,97000,960,Gasoline,C-Class
Guaranteed,2013,153038,2100,Diesel,C-Class
Guaranteed,2016,25158,4090,Diesel,C-Class
Normal,2010,44000,1850,Gasoline,C-Class
Normal,2013,80800,2350,Diesel,C-Class
Certificated,2017,1340,9900,Gasoline,C-Class
Normal,2010,125831,1630,Gasoline,C-Class
Normal,2016,19675,4250,Gasoline,C-Class
Normal,2013,69000,2199,Diesel,C-Class
Normal,2010,109935,1430,Gasoline,C-Class
Normal,2008,150000,1130,Gasoline,C-Class
Normal,2014,71600,3200,Diesel,C-Class
Normal,2013,104479,1850,Diesel,C-Class
Guaranteed,2015,53840,3390,Gasoline,C-Class
Normal,2016,7196,8100,Gasoline,C-Class
Normal,2010,93309,1680,Gasoline,C-Class
Normal,2010,74728,1480,Gasoline,C-Class
Normal,2016,5259,4580,Gasoline,C-Class
Normal,2014,81000,3499,Diesel,C-Class
Normal,2017,3180,4000,Gasoline,C-Class
Normal,2011,74728,2030,Gasoline,C-Class
Normal,2017,13800,4480,Diesel,C-Class
Normal,2014,52994,3350,Gasoline,C-Class
Normal,2007,105784,1250,Gasoline,C-Class
Normal,2009,107000,1300,Gasoline,C-Class
Normal,2013,101000,3900,Gasoline,C-Class
Normal,2016,34210,4620,Diesel,C-Class
Normal,2014,88993,3450,Diesel,C-Class
Normal,2017,13396,4550,Gasoline,C-Class
Normal,2017,19000,5400,Gasoline,C-Class
Guaranteed,2016,12710,4450,Gasoline,C-Class
Normal,2014,94403,2430,Diesel,C-Class
Guaranteed,2016,19977,4300,Diesel,C-Class
Normal,2011,97910,2090,Diesel,C-Class
Certificated,2017,1000,10000,Gasoline,C-Class
Normal,2017,3594,9650,Gasoline,C-Class
Normal,2016,42248,4260,Diesel,C-Class
Normal,2012,72021,2099,Gasoline,C-Class
Normal,2015,29893,3680,Gasoline,C-Class
Normal,2013,78000,2350,Diesel,C-Class
Normal,2014,59000,3280,Diesel,C-Class
Guaranteed,2016,13833,4580,Gasoline,C-Class
Normal,2012,90000,2040,Diesel,C-Class
Normal,2016,8071,4399,Gasoline,C-Class
Normal,2009,93500,1450,Gasoline,C-Class
Normal,2013,78070,2150,Diesel,C-Class
Guaranteed,2014,82933,3333,Diesel,C-Class
Guaranteed,2016,32203,3650,Diesel,C-Class
Normal,2016,26962,3990,Diesel,C-Class
Guaranteed,2013,73602,2199,Diesel,C-Class
Guaranteed,2015,12494,4100,Gasoline,C-Class
Normal,2011,67400,2190,Gasoline,C-Class
Certificated,2017,1003,10000,Gasoline,C-Class
Normal,2010,46101,1450,Gasoline,C-Class
Certificated,2017,1196,10400,Gasoline,C-Class
Guaranteed,2013,62596,2500,Gasoline,C-Class
Certificated,2017,1542,9900,Gasoline,C-Class
Normal,2014,109000,2480,Diesel,C-Class
Normal,2002,210000,350,Gasoline,C-Class
Guaranteed,2010,83941,1750,Gasoline,C-Class
Normal,2012,77864,4800,Gasoline,C-Class
Guaranteed,2016,24041,5540,Gasoline,C-Class
Guaranteed,2015,8135,4050,Gasoline,C-Class
Normal,2016,30100,4100,Gasoline,C-Class
Normal,2013,86588,2250,Gasoline,C-Class
Guaranteed,2009,143387,1100,Gasoline,C-Class
Normal,2010,30900,1899,Gasoline,C-Class
Normal,2013,73000,2390,Diesel,C-Class
Normal,2017,2138,4750,Gasoline,C-Class
Guaranteed,2017,8637,4190,Diesel,C-Class
Normal,2015,13198,4099,Diesel,C-Class
Normal,2016,30110,4100,Gasoline,C-Class
Normal,2015,17000,3930,Diesel,C-Class
Guaranteed,2018,48,4950,Diesel,C-Class
Normal,2017,7491,4660,Gasoline,C-Class
Normal,2008,76530,1530,Gasoline,C-Class
Normal,2010,139158,1790,Diesel,C-Class
Guaranteed,2011,36054,2340,Diesel,C-Class
Normal,2012,48022,2469,Diesel,C-Class
Normal,2015,42335,3790,Gasoline,C-Class
Normal,2011,54000,2280,Diesel,C-Class
Guaranteed,2016,20516,4100,Diesel,C-Class
Normal,2008,214600,1190,Gasoline,C-Class
Normal,2005,100000,660,Gasoline,C-Class
Normal,2017,15902,4730,Diesel,C-Class
Normal,2003,205259,450,Gasoline,C-Class
Normal,2014,41279,3590,Diesel,C-Class
Normal,2017,10847,4590,Gasoline,C-Class
Normal,2013,33000,2750,Diesel,C-Class
Normal,2011,108000,1980,Diesel,C-Class
Guaranteed,2015,70933,3599,Diesel,C-Class
Normal,2008,139000,1620,Gasoline,C-Class
Normal,2011,77048,1990,Gasoline,C-Class
Guaranteed,2014,75676,3460,Diesel,C-Class
Normal,2016,16800,4680,Gasoline,C-Class
Normal,2015,10753,3900,Gasoline,C-Class
Normal,2017,23180,4780,Diesel,C-Class
Guaranteed,2016,14204,3790,Gasoline,C-Class
Normal,2011,90070,1999,Gasoline,C-Class
Guaranteed,2010,126630,1490,Gasoline,C-Class
Normal,2016,9710,3520,Diesel,C-Class
Normal,2011,99924,2010,Diesel,C-Class
Normal,2008,122520,1200,Gasoline,C-Class
Normal,2016,28000,3950,Diesel,C-Class
Normal,2011,111106,1830,Diesel,C-Class
Normal,2011,108500,2090,Gasoline,C-Class
Normal,2013,92310,2440,Gasoline,C-Class
Normal,2009,106000,1450,Gasoline,C-Class
Normal,2017,4190,5200,Gasoline,C-Class
Normal,2014,42636,3470,Gasoline,C-Class
Normal,2013,44562,2320,Gasoline,C-Class
Normal,2014,23400,3850,Diesel,C-Class
Certificated,2016,17420,4250,Gasoline,C-Class
Certificated,2016,5677,4100,Gasoline,C-Class
Certificated,2016,18884,8100,Gasoline,C-Class
Certificated,2016,3533,4550,Gasoline,C-Class
Certificated,2016,9180,4700,Diesel,C-Class
Normal,2011,89100,1950,Gasoline,C-Class
Normal,2008,102509,1490,Gasoline,C-Class
Normal,2017,1000,4500,Gasoline,C-Class
Normal,2014,89122,3230,Diesel,C-Class
Normal,2011,38600,2199,Gasoline,C-Class
Normal,2013,92000,1999,Diesel,C-Class
Normal,2008,172000,899,Gasoline,C-Class
Normal,2010,97610,1450,Gasoline,C-Class
Guaranteed,2014,51535,3299,Gasoline,C-Class
Normal,2008,135000,1290,Gasoline,C-Class
Normal,2014,57000,2330,Diesel,C-Class
Normal,2010,97096,1630,Gasoline,C-Class
Normal,2016,19629,4700,Gasoline,C-Class
Normal,2014,84336,2450,Diesel,C-Class
Guaranteed,2010,109819,1690,Gasoline,C-Class
Normal,2016,39085,7900,Gasoline,C-Class
Normal,2016,29288,4380,Diesel,C-Class
Normal,2014,100000,2600,Diesel,C-Class
Normal,2012,53292,2350,Gasoline,C-Class
Normal,2015,21889,3950,Diesel,C-Class
Normal,2013,54668,2640,Gasoline,C-Class
Normal,2008,181138,1150,Diesel,C-Class
Normal,2012,91468,2099,Diesel,C-Class
Normal,2008,182685,890,Gasoline,C-Class
Normal,2014,30090,2900,Diesel,C-Class
Normal,2012,95959,2260,Diesel,C-Class
Normal,2010,89049,2850,Gasoline,C-Class
Normal,2010,126100,1450,Gasoline,C-Class
Normal,2010,62812,3050,Gasoline,C-Class
Normal,2008,72959,1350,Gasoline,C-Class
Normal,2006,133014,550,Gasoline,C-Class
Normal,2012,54660,3650,Gasoline,C-Class
Normal,2015,69200,3690,Diesel,C-Class
Normal,2013,8800,2880,Gasoline,C-Class
Guaranteed,2014,17960,3860,Gasoline,C-Class
Guaranteed,2013,60728,2370,Diesel,C-Class
Normal,2016,2900,4580,Gasoline,C-Class
Guaranteed,2014,25542,3689,Diesel,C-Class
Guaranteed,2016,28330,4250,Gasoline,C-Class
Normal,2015,80000,3490,Diesel,C-Class
Normal,2010,80000,2000,Gasoline,C-Class
Normal,2015,44961,4250,Diesel,C-Class
Normal,2009,115950,2600,Gasoline,C-Class
Normal,2008,50000,1580,Diesel,C-Class
Guaranteed,2016,19048,4980,Diesel,C-Class
Normal,2014,51415,3790,Diesel,C-Class
Guaranteed,2008,166147,1370,Diesel,C-Class
Normal,2013,122000,2300,Diesel,C-Class
Normal,2010,129707,1480,Gasoline,C-Class
Normal,2014,51000,3790,Diesel,C-Class
Normal,2015,21842,4100,Diesel,C-Class
Normal,2012,39897,2350,Diesel,C-Class
Normal,2011,125000,1880,Gasoline,C-Class
Normal,2008,144688,1190,Gasoline,C-Class
Normal,2017,14000,3890,Diesel,C-Class
Normal,2008,124122,1360,Gasoline,C-Class
Guaranteed,2015,5888,3800,Gasoline,C-Class
Normal,2013,70082,4150,Gasoline,C-Class
Normal,2013,128860,1850,Diesel,C-Class
Normal,2013,43808,2550,Gasoline,C-Class
Normal,2006,140921,690,Gasoline,C-Class
Normal,2010,110000,1390,Gasoline,C-Class
Normal,2005,190031,490,Gasoline,C-Class
Normal,2017,17000,5500,Gasoline,C-Class
Certificated,2016,7180,4650,Diesel,C-Class
Normal,2017,10800,4500,Diesel,C-Class
Normal,2015,41000,3600,Diesel,C-Class
Normal,2010,69000,2290,Gasoline,C-Class
Normal,2013,66100,2130,Gasoline,C-Class
Normal,2008,131500,2299,Gasoline,C-Class
Normal,2014,115344,2490,Diesel,C-Class
Normal,2015,60000,3680,Diesel,C-Class
Normal,2016,23000,5800,Gasoline,C-Class
Normal,2016,16000,4350,Diesel,C-Class
Normal,1998,218800,650,Gasoline,C-Class
Normal,2016,20273,4290,Diesel,C-Class
Normal,2014,66000,2850,Diesel,C-Class
Normal,2015,45000,4100,Diesel,C-Class
Normal,2017,3036,6850,Gasoline,C-Class
Guaranteed,2015,44332,3850,Diesel,C-Class
Normal,2011,105375,1950,Gasoline,C-Class
Normal,2010,139000,1520,Gasoline,C-Class
Normal,2010,141443,1580,Gasoline,C-Class
Normal,2010,58417,3190,Gasoline,C-Class
Normal,2015,29441,3990,Diesel,C-Class
Normal,2012,68000,2300,Diesel,C-Class
Normal,2010,117309,1390,Gasoline,C-Class
Guaranteed,2012,53495,2399,Gasoline,C-Class
Normal,2011,70000,4250,Gasoline,C-Class
Certificated,2017,1000,10000,Gasoline,C-Class
Certificated,2017,1480,9900,Gasoline,C-Class
Certificated,2017,1000,10000,Gasoline,C-Class
Certificated,2015,36800,3550,Diesel,C-Class
Certificated,2017,3650,9800,Gasoline,C-Class
Certificated,2017,1990,9900,Gasoline,C-Class
Certificated,2017,1840,7300,Gasoline,C-Class
Certificated,2017,1960,9900,Gasoline,C-Class
Normal,2002,120000,450,Gasoline,C-Class
Guaranteed,2014,27428,3590,Gasoline,C-Class
Guaranteed,2013,45669,2750,Diesel,C-Class
Guaranteed,2016,24001,4590,Diesel,C-Class
Certificated,2017,15600,3990,Gasoline,C-Class
Normal,2015,43917,4350,Diesel,C-Class
Normal,2009,108744,1120,Gasoline,C-Class
Guaranteed,2016,7645,8100,Gasoline,C-Class
Normal,2015,24759,4090,Diesel,C-Class
Certificated,2012,80998,2300,Diesel,C-Class
Certificated,2012,80200,2300,Diesel,C-Class
Certificated,2017,13353,4550,Gasoline,C-Class
Certificated,2015,94564,3500,Diesel,C-Class
Certificated,2013,91663,2200,Diesel,C-Class
Normal,2006,119000,750,Gasoline,C-Class
Normal,2017,16936,4250,Diesel,C-Class
Guaranteed,2015,56077,3690,Diesel,C-Class
Guaranteed,2008,89096,1599,Diesel,C-Class
Normal,2015,36120,4050,Diesel,C-Class
Normal,2011,75500,2090,Diesel,C-Class
Normal,2009,142000,2480,Gasoline,C-Class
Normal,2008,71281,1420,Gasoline,C-Class
Normal,2010,47797,1970,Gasoline,C-Class
Normal,2013,66100,2380,Diesel,C-Class
Normal,2008,107454,1200,Gasoline,C-Class
Normal,2013,51000,4580,Gasoline,C-Class
Normal,2015,31543,4350,Diesel,C-Class
Guaranteed,2011,98101,2090,Gasoline,C-Class
Normal,2016,14000,3900,Gasoline,C-Class
Normal,2010,83000,1900,Gasoline,C-Class
Normal,2014,95500,2400,Diesel,C-Class
Guaranteed,2014,46240,2680,Diesel,C-Class
Normal,2013,53464,2470,Gasoline,C-Class
Normal,2014,91000,2550,Diesel,C-Class
Normal,2015,113000,3250,Diesel,C-Class
Normal,2015,54000,3850,Diesel,C-Class
Normal,2007,104000,880,Gasoline,C-Class
Normal,2009,215000,980,Gasoline,C-Class
Normal,2016,10600,4800,Diesel,C-Class
Normal,2015,64000,3680,Diesel,C-Class
Normal,2017,4573,4680,Gasoline,C-Class
