CERT,PY,KM,PRICE,FUEL,MODEL
Normal,2013,19456,4100,Diesel,GLK-Class
Normal,2011,93567,2390,Diesel,GLK-Class
Normal,2014,30000,4190,Diesel,GLK-Class
Normal,2015,95656,3580,Diesel,GLK-Class
Normal,2011,235000,1850,Diesel,GLK-Class
Normal,2014,58000,3680,Diesel,GLK-Class
Normal,2014,87616,3350,Diesel,GLK-Class
Normal,2015,99538,3490,Diesel,GLK-Class
Normal,2014,55811,3820,Diesel,GLK-Class
Certificated,2017,5935,10900,Diesel,GLS-Class
Certificated,2017,6392,12700,Gasoline,GLS-Class
Normal,2017,4500,10700,Diesel,GLS-Class
Certificated,2017,5000,10600,Diesel,GLS-Class
Normal,2016,27582,9290,Diesel,GLS-Class
Certificated,2016,8509,10200,Diesel,GLS-Class
Normal,2017,6961,10700,Diesel,GLS-Class
Normal,2017,5149,11900,Gasoline,GLS-Class
Certificated,2017,3310,13100,Gasoline,GLS-Class
Certificated,2017,6568,10700,Diesel,GLS-Class
Certificated,2017,4432,11800,Gasoline,GLS-Class
Certificated,2016,4842,10280,Diesel,GLS-Class
Normal,2017,1768,10500,Diesel,GLS-Class
Certificated,2016,12770,10200,Diesel,GLS-Class
Certificated,2017,7842,10500,Diesel,GLS-Class
Certificated,2017,5477,10500,Diesel,GLS-Class
Normal,2017,11000,12300,Gasoline,GLS-Class
Certificated,2017,4270,12300,Gasoline,GLS-Class
Normal,2017,3000,12500,Gasoline,GLS-Class
Certificated,2017,5373,12700,Gasoline,GLS-Class
Normal,2016,42016,8990,Diesel,GLS-Class
Normal,2017,1455,12800,Gasoline,GLS-Class
Normal,2017,1780,13200,Gasoline,GLS-Class
Guaranteed,2016,25569,9550,Diesel,GLS-Class
Normal,2016,10100,9750,Diesel,GLS-Class
Certificated,2017,5228,10400,Diesel,GLS-Class
Normal,2016,8187,10200,Diesel,GLS-Class
Normal,2008,109038,2600,Gasoline,M-Class
Normal,2009,147055,2350,Diesel,M-Class
Normal,2015,11493,6100,Diesel,M-Class
Guaranteed,2011,36123,3350,Diesel,M-Class
Normal,2013,97000,4550,Diesel,M-Class
Normal,2013,95000,4250,Diesel,M-Class
Normal,2012,66792,4180,Diesel,M-Class
Guaranteed,2012,56161,6550,Gasoline,M-Class
Normal,2012,104502,5970,Gasoline,M-Class
Normal,2012,213443,2800,Diesel,M-Class
Normal,2013,111600,4190,Diesel,M-Class
Guaranteed,2008,113054,2690,Gasoline,M-Class
Guaranteed,2014,121213,4790,Diesel,M-Class
Normal,2009,93291,2499,Diesel,M-Class
Normal,2009,85585,3390,Gasoline,M-Class
Normal,2011,100000,2890,Diesel,M-Class
Normal,2010,92000,2740,Diesel,M-Class
Normal,2004,244174,890,Diesel,M-Class
Normal,2014,72973,5690,Diesel,M-Class
Normal,2007,102376,1890,Diesel,M-Class
Normal,2007,146795,1830,Diesel,M-Class
Normal,2015,46170,5790,Diesel,M-Class
Normal,2013,73247,4950,Diesel,M-Class
Normal,2013,105566,4450,Diesel,M-Class
Normal,2007,282244,1150,Diesel,M-Class
Guaranteed,2012,182306,3800,Diesel,M-Class
Normal,2012,110000,4050,Diesel,M-Class
Normal,2008,153470,1740,Diesel,M-Class
Normal,2008,110545,1750,Diesel,M-Class
Normal,2013,99700,4780,Diesel,M-Class
Normal,2014,69601,5500,Diesel,M-Class
Normal,2011,130146,2600,Diesel,M-Class
Normal,2008,135000,2700,Gasoline,M-Class
Normal,2008,61922,2830,Gasoline,M-Class
Guaranteed,2015,73154,5600,Diesel,M-Class
Normal,2006,317000,850,Gasoline,M-Class
Normal,2012,80000,4449,Diesel,M-Class
Normal,2014,85600,5050,Diesel,M-Class
Normal,2015,97000,5150,Diesel,M-Class
Normal,2006,170868,1190,Gasoline,M-Class
Normal,2012,74000,4550,Diesel,M-Class
Normal,2013,71000,4720,Diesel,M-Class
Certificated,2013,115460,4000,Diesel,M-Class
Normal,2004,210000,780,Diesel,M-Class
Normal,2008,158494,1800,Diesel,M-Class
Normal,1999,324518,430,Gasoline,M-Class
Normal,2014,83000,5400,Diesel,M-Class
Normal,2014,46234,7550,Gasoline,M-Class
Guaranteed,2014,42619,7900,Gasoline,M-Class
Normal,2008,41080,2990,Gasoline,M-Class
Certificated,2014,53088,5800,Diesel,M-Class
Normal,2004,247000,1100,Diesel,M-Class
Normal,2004,219401,950,Diesel,M-Class
Guaranteed,2012,93029,4290,Diesel,M-Class
Normal,2010,243673,1990,Diesel,M-Class
Normal,2004,115000,750,Gasoline,M-Class
Normal,2015,93000,5460,Diesel,M-Class
Normal,2015,64400,5770,Diesel,M-Class
Normal,2014,64228,5250,Diesel,M-Class
Normal,2007,201439,1420,Diesel,M-Class
Normal,2013,59336,5250,Diesel,M-Class
Normal,2012,96617,4000,Diesel,M-Class
Normal,2012,46774,4200,Diesel,M-Class
Normal,2007,74153,1950,Diesel,M-Class
Normal,2004,184684,1150,Diesel,M-Class
Normal,2009,90000,2479,Diesel,M-Class
Normal,2013,59906,6980,Gasoline,M-Class
Normal,2004,106000,1250,Diesel,M-Class
Normal,2008,177000,1860,Diesel,M-Class
Normal,2011,160607,2470,Diesel,M-Class
Normal,2012,86048,4499,Diesel,M-Class
Normal,2012,98039,4150,Diesel,M-Class
Normal,2006,162000,1220,Gasoline,M-Class
Normal,2010,233000,1950,Diesel,M-Class
Normal,2015,63145,5499,Diesel,M-Class
Normal,2014,95000,4850,Diesel,M-Class
Normal,2013,60041,4995,Diesel,M-Class
Guaranteed,2007,104821,2650,Gasoline,M-Class
Normal,2013,56394,5330,Diesel,M-Class
Normal,2008,78935,2030,Diesel,M-Class
Normal,2007,130000,2600,Gasoline,M-Class
Guaranteed,2014,55006,5700,Diesel,M-Class
Normal,2015,80000,5590,Diesel,M-Class
Normal,2012,112641,3950,Diesel,M-Class
Normal,2013,77000,4690,Diesel,M-Class
Normal,2012,82400,4499,Diesel,M-Class
Normal,2008,138040,2890,Gasoline,M-Class
Normal,2012,78986,4250,Diesel,M-Class
Normal,2006,201168,1190,Gasoline,M-Class
Normal,2008,110890,2600,Gasoline,M-Class
Normal,2008,166000,1700,Diesel,M-Class
Normal,2001,250000,490,Gasoline,M-Class
Normal,2009,156000,2270,Diesel,M-Class
Normal,2014,70046,5250,Diesel,M-Class
Normal,2015,33196,5800,Diesel,M-Class
Normal,2012,87712,6300,Gasoline,M-Class
Normal,2004,101085,1150,Diesel,M-Class
Normal,2004,170000,1150,Diesel,M-Class
Normal,2007,256000,1590,Diesel,M-Class
Normal,2003,317000,690,Diesel,M-Class
Guaranteed,2012,113203,3900,Diesel,M-Class
Normal,2007,194209,1360,Diesel,M-Class
Normal,2012,99000,4350,Diesel,M-Class
Normal,2009,98000,3100,Gasoline,M-Class
Normal,2003,268000,650,Diesel,M-Class
Normal,2002,260000,550,Gasoline,M-Class
Normal,2013,85450,4700,Diesel,M-Class
Normal,2012,91135,4199,Diesel,M-Class
Normal,2012,65669,4400,Diesel,M-Class
Normal,2006,199000,1480,Gasoline,M-Class
Normal,2004,117000,1100,Gasoline,M-Class
Normal,2014,76000,5100,Diesel,M-Class
Normal,2014,59000,5450,Diesel,M-Class
Normal,2010,119000,2380,Diesel,M-Class
Normal,2012,179000,4390,Diesel,M-Class
Normal,2012,110000,4400,Diesel,M-Class
Normal,2003,246000,1200,Diesel,M-Class
Guaranteed,2012,140526,4650,Gasoline,S-Class
Guaranteed,2016,33184,11200,Gasoline,S-Class
Normal,2016,16615,15000,Gasoline,S-Class
Guaranteed,2017,7961,19300,Gasoline,S-Class
Normal,2015,48344,9190,Diesel,S-Class
Normal,2014,70975,8999,Gasoline,S-Class
Normal,2005,208443,1550,Gasoline,S-Class
Guaranteed,2015,57127,8490,Diesel,S-Class
Normal,2007,64300,3250,Gasoline,S-Class
Normal,2010,189219,2890,Gasoline,S-Class
Normal,2008,259108,1880,Gasoline,S-Class
Normal,2004,104723,1099,Gasoline,S-Class
Normal,2007,86000,2380,Gasoline,S-Class
Normal,2011,190000,3500,Gasoline,S-Class
Guaranteed,2015,66008,8500,Diesel,S-Class
Normal,2014,43210,7990,Diesel,S-Class
Normal,2015,68000,9899,Diesel,S-Class
Normal,2011,135000,4280,Gasoline,S-Class
Normal,2014,55669,10500,Gasoline,S-Class
Normal,2006,178217,1650,Gasoline,S-Class
Guaranteed,2014,99550,8100,Gasoline,S-Class
Normal,2014,72000,12500,Gasoline,S-Class
Normal,2008,125000,2650,Gasoline,S-Class
Normal,2013,58416,9290,Gasoline,S-Class
Guaranteed,1999,184877,500,Gasoline,S-Class
Guaranteed,2008,111017,2590,Gasoline,S-Class
Normal,2014,29070,8750,Diesel,S-Class
Guaranteed,2014,94977,8990,Gasoline,S-Class
Normal,2010,273034,2590,Gasoline,S-Class
Normal,2003,197046,649,Gasoline,S-Class
Normal,2017,16056,16000,Gasoline,S-Class
Guaranteed,2015,27189,10300,Diesel,S-Class
Normal,2008,189000,1950,Gasoline,S-Class
Normal,2015,80527,8890,Diesel,S-Class
Normal,2005,264000,1880,Gasoline,S-Class
Normal,2009,56231,3530,Gasoline,S-Class
Normal,2008,184000,2100,Gasoline,S-Class
Normal,2016,2522,11600,Diesel,S-Class
Guaranteed,2007,144297,1930,Gasoline,S-Class
Guaranteed,2016,22334,14400,Gasoline,S-Class
Normal,2015,83148,8350,Diesel,S-Class
Normal,2016,6000,25500,Gasoline,S-Class
Normal,2015,28168,9890,Diesel,S-Class
Normal,2008,209321,2050,Gasoline,S-Class
Normal,2011,132200,3750,Diesel,S-Class
Normal,2013,113000,7000,Diesel,S-Class
Normal,2015,35747,8900,Diesel,S-Class
Normal,2008,173237,2000,Diesel,S-Class
Normal,2010,198137,3599,Gasoline,S-Class
Normal,2016,12509,8499,Diesel,S-Class
Normal,2010,198137,3599,Gasoline,S-Class
Normal,2016,12509,8499,Diesel,S-Class
Normal,2007,158000,2250,Gasoline,S-Class
Normal,2015,40012,10500,Gasoline,S-Class
Normal,2015,42085,12500,Gasoline,S-Class
Normal,2011,87000,4200,Gasoline,S-Class
Normal,2015,55862,8300,Diesel,S-Class
Guaranteed,2006,104953,2099,Gasoline,S-Class
Normal,2008,151657,2340,Gasoline,S-Class
Normal,2015,17000,13900,Gasoline,S-Class
Normal,2014,105442,8300,Gasoline,S-Class
Normal,2007,211973,1650,Gasoline,S-Class
Normal,2010,115379,3999,Gasoline,S-Class
Normal,2008,45026,3150,Gasoline,S-Class
Guaranteed,2009,155693,2490,Gasoline,S-Class
Guaranteed,2014,75600,9650,Gasoline,S-Class
Normal,2016,23104,19300,Gasoline,S-Class
Guaranteed,2016,21861,19700,Gasoline,S-Class
Normal,2011,130719,3320,Diesel,S-Class
Normal,2007,177000,2890,Gasoline,S-Class
Normal,2016,52600,12600,Gasoline,S-Class
Normal,2011,90000,4950,Gasoline,S-Class
Guaranteed,1996,107813,890,Gasoline,S-Class
Normal,2011,97146,4540,Gasoline,S-Class
Normal,2014,115325,8250,Gasoline,S-Class
Normal,2006,157871,2100,Gasoline,S-Class
Normal,2015,47100,12500,Gasoline,S-Class
Normal,2010,180000,2699,Gasoline,S-Class
Guaranteed,2001,138370,690,Gasoline,S-Class
Normal,2016,10000,13600,Gasoline,S-Class
Normal,2014,19000,12990,Gasoline,S-Class
Guaranteed,2015,59051,11900,Gasoline,S-Class
Normal,2017,7500,20200,Gasoline,S-Class
Normal,2006,164000,1650,Gasoline,S-Class
Normal,2014,72300,9700,Gasoline,S-Class
Normal,2014,120000,7290,Diesel,S-Class
Normal,2014,108491,7820,Diesel,S-Class
Normal,2006,127000,1820,Gasoline,S-Class
Guaranteed,2009,282697,1999,Diesel,S-Class
Certificated,2017,1238,17900,Gasoline,S-Class
Certificated,2013,44864,8600,Diesel,S-Class
Certificated,2015,80500,10000,Gasoline,S-Class
Guaranteed,2008,136337,2350,Gasoline,S-Class
Normal,2006,86011,1799,Gasoline,S-Class
Normal,2004,94393,1200,Gasoline,S-Class
Normal,2014,59800,10700,Gasoline,S-Class
Normal,2000,167594,590,Gasoline,S-Class
Normal,2011,218429,2990,Gasoline,S-Class
Normal,2014,72396,9750,Gasoline,S-Class
Guaranteed,2005,296174,1500,Gasoline,S-Class
Normal,2006,140000,1650,Gasoline,S-Class
Normal,2009,117751,3550,Gasoline,S-Class
Guaranteed,2006,216443,1390,Gasoline,S-Class
Normal,2008,126074,3350,Diesel,S-Class
Certificated,2015,40245,13250,Gasoline,S-Class
Normal,2017,2869,13250,Diesel,S-Class
Normal,2013,142577,7700,Gasoline,S-Class
Normal,2015,65000,7900,Diesel,S-Class
Normal,2006,240000,2400,Gasoline,S-Class
Normal,2016,12509,8500,Diesel,S-Class
Normal,2011,136000,4490,Gasoline,S-Class
Guaranteed,2008,238441,1510,Gasoline,S-Class
Normal,2017,15800,11800,Diesel,S-Class
Normal,2006,162403,1610,Gasoline,S-Class
Normal,2016,45000,10300,Diesel,S-Class
Guaranteed,2006,339313,1350,Gasoline,S-Class
Normal,2015,23179,19500,Gasoline,S-Class
Normal,2006,260000,2200,Gasoline,S-Class
Normal,2013,98433,4850,Diesel,S-Class
Guaranteed,2008,294280,2080,Gasoline,S-Class
Normal,2014,66000,10300,Gasoline,S-Class
Normal,2013,75500,7650,Diesel,S-Class
Normal,2016,23398,14990,Gasoline,S-Class
Normal,2014,52500,8500,Diesel,S-Class
Normal,2011,101564,3890,Gasoline,S-Class
Normal,2007,260590,1550,Gasoline,S-Class
Guaranteed,2007,162990,1990,Gasoline,S-Class
Normal,2006,129000,1990,Gasoline,S-Class
Guaranteed,2016,41845,9200,Diesel,S-Class
Normal,2006,310947,1180,Gasoline,S-Class
Normal,2009,180000,2880,Gasoline,S-Class
Normal,2012,107000,4490,Gasoline,S-Class
Normal,1995,402672,550,Gasoline,S-Class
Normal,2013,55000,8600,Diesel,S-Class
Normal,2014,38349,10300,Gasoline,S-Class
Normal,2015,20628,14300,Gasoline,S-Class
Guaranteed,2007,174771,2200,Gasoline,S-Class
Guaranteed,2005,136866,2350,Gasoline,S-Class
Normal,2015,28000,9500,Gasoline,S-Class
Normal,2014,25974,9700,Diesel,S-Class
Normal,2014,33000,11990,Gasoline,S-Class
Certificated,2017,6089,12700,Diesel,S-Class
Guaranteed,2014,38596,10490,Gasoline,S-Class
Normal,2015,26000,11290,Diesel,S-Class
Normal,2017,2900,12900,Diesel,S-Class
Normal,2015,103064,7999,Diesel,S-Class
Normal,2006,188000,1690,Gasoline,S-Class
Normal,2012,148000,4450,Gasoline,S-Class
Normal,2006,188000,1690,Gasoline,S-Class
Normal,2012,148000,4450,Gasoline,S-Class
Guaranteed,2015,42495,13600,Gasoline,S-Class
Normal,2006,190240,1630,Gasoline,S-Class
Normal,2007,145000,2130,Gasoline,S-Class
Normal,2006,246000,2290,Gasoline,S-Class
Normal,2016,24100,16500,Gasoline,S-Class
Normal,2006,85000,2690,Gasoline,S-Class
Normal,2008,103000,4100,Gasoline,S-Class
Normal,2012,180000,3600,Diesel,S-Class
Normal,2011,110000,4350,Gasoline,S-Class
Guaranteed,2015,84642,7999,Diesel,S-Class
Guaranteed,2015,1900,14900,Gasoline,S-Class
Guaranteed,2010,106132,4400,Gasoline,S-Class
Guaranteed,2014,52547,11200,Gasoline,S-Class
Normal,2016,32300,11500,Diesel,S-Class
Normal,2015,38985,8800,Gasoline,S-Class
Normal,2008,98284,2850,Gasoline,S-Class
Normal,2014,73923,7800,Diesel,S-Class
Normal,2013,134429,5570,Gasoline,S-Class
Normal,2008,200000,2100,Gasoline,S-Class
Normal,2005,190000,1580,Gasoline,S-Class
Normal,2009,146000,3180,Gasoline,S-Class
Normal,2017,50,18000,Gasoline,S-Class
Normal,2007,192083,1790,Gasoline,S-Class
Normal,2008,151311,2350,Gasoline,S-Class
Normal,2008,160000,2330,Gasoline,S-Class
Normal,2007,187000,1750,Gasoline,S-Class
Normal,2008,163297,1990,Gasoline,S-Class
Normal,2016,12000,10900,Diesel,S-Class
Guaranteed,2005,133287,1749,Gasoline,S-Class
Guaranteed,2007,40367,3299,Gasoline,S-Class
Normal,2001,230000,340,Gasoline,S-Class
Normal,2014,26055,11800,Gasoline,S-Class
Normal,2012,25000,6590,Diesel,S-Class
Normal,2007,121858,2300,Gasoline,S-Class
Guaranteed,2008,287228,1790,Gasoline,S-Class
Normal,2015,31911,14400,Gasoline,S-Class
Guaranteed,2014,65470,9300,Gasoline,S-Class
Normal,2014,89938,9200,Gasoline,S-Class
Normal,2011,162872,4000,Gasoline,S-Class
Guaranteed,2013,79783,8690,Diesel,S-Class
Normal,2010,81000,3980,Gasoline,S-Class
Normal,2015,54900,9580,Diesel,S-Class
Normal,2017,23732,13800,Gasoline,S-Class
Normal,2014,89359,7850,Diesel,S-Class
Normal,2003,204900,600,Gasoline,S-Class
Normal,2015,28300,10290,Diesel,S-Class
Normal,2015,105806,7500,Diesel,S-Class
Certificated,2017,2130,17900,Gasoline,S-Class
Normal,2011,90480,3700,Gasoline,S-Class
Normal,2012,102000,4550,Gasoline,S-Class
Normal,2014,174000,6990,Gasoline,S-Class
Normal,2013,18000,10300,Gasoline,S-Class
Normal,2009,77000,3880,Diesel,S-Class
Normal,2007,272966,2130,Gasoline,S-Class
Normal,2015,64413,8890,Diesel,S-Class
Certificated,2016,58830,13600,Gasoline,S-Class
Normal,2005,218000,1520,Gasoline,S-Class
Normal,2008,98393,2489,Gasoline,S-Class
Normal,2014,91713,10990,Gasoline,S-Class
Normal,2012,145714,5550,Gasoline,S-Class
Normal,2014,83100,9950,Gasoline,S-Class
Normal,2008,260000,2790,Diesel,S-Class
Normal,2005,105917,2390,Gasoline,S-Class
Normal,2006,297111,1190,Gasoline,S-Class
Normal,2015,79000,8400,Gasoline,S-Class
Normal,2014,39000,10600,Gasoline,S-Class
Normal,2007,183985,1990,Gasoline,S-Class
Normal,2011,136154,3970,Gasoline,S-Class
Normal,2015,58952,9990,Gasoline,S-Class
Normal,2015,53190,9250,Gasoline,S-Class
Normal,2008,70353,3300,Gasoline,S-Class
Normal,2007,212000,1890,Gasoline,S-Class
Normal,2015,69000,8950,Gasoline,S-Class
Normal,2013,121800,7800,Gasoline,S-Class
Normal,2016,12509,8499,Diesel,S-Class
Normal,2013,13835,9250,Diesel,S-Class
Normal,2014,75874,10500,Gasoline,S-Class
Normal,2005,197000,699,Gasoline,S-Class
Normal,2015,69052,8950,Gasoline,S-Class
Normal,2015,123000,8100,Gasoline,S-Class
Certificated,2017,8523,19600,Gasoline,S-Class
Certificated,2016,7289,17600,Gasoline,S-Class
Certificated,2014,31491,9200,Diesel,S-Class
Normal,2016,11000,11900,Gasoline,S-Class
Guaranteed,2013,104004,7800,Diesel,S-Class
Normal,2006,130000,1699,Gasoline,S-Class
Normal,2005,207533,1420,Gasoline,S-Class
Normal,2008,170000,2850,Diesel,S-Class
Normal,2008,240332,1730,Gasoline,S-Class
Normal,2009,117120,2780,Gasoline,S-Class
Normal,2002,217079,490,Gasoline,S-Class
Guaranteed,2006,141210,1799,Gasoline,S-Class
Normal,2007,200000,1799,Gasoline,S-Class
Normal,2003,190758,390,Gasoline,S-Class
Normal,2006,140000,1780,Gasoline,S-Class
Guaranteed,1997,120366,890,Gasoline,S-Class
Normal,2014,59500,10500,Gasoline,S-Class
Normal,2014,71000,10200,Gasoline,S-Class
Guaranteed,2015,30358,8990,Diesel,S-Class
Normal,2006,66000,1900,Gasoline,S-Class
Normal,2010,155000,3500,Diesel,S-Class
Normal,2007,162500,1750,Gasoline,S-Class
Normal,2005,260000,1320,Gasoline,S-Class
Normal,2008,144503,2430,Gasoline,S-Class
Guaranteed,2011,121462,4080,Diesel,S-Class
Normal,2014,40000,8500,Diesel,S-Class
Guaranteed,2008,197020,2100,Gasoline,S-Class
Normal,2006,198500,1650,Gasoline,S-Class
Certificated,2015,48262,10000,Gasoline,S-Class
Certificated,2017,15664,12500,Diesel,S-Class
Certificated,2016,33486,14300,Gasoline,S-Class
Certificated,2016,18324,12900,Gasoline,S-Class
Normal,2008,150300,2250,Gasoline,S-Class
Normal,2000,254269,399,Gasoline,S-Class
Normal,2002,280000,450,Gasoline,S-Class
Guaranteed,2016,37477,10800,Diesel,S-Class
Normal,2007,177000,1930,Gasoline,S-Class
Normal,2010,111577,3750,Gasoline,S-Class
Normal,2010,159814,3500,Gasoline,S-Class
Normal,2010,50700,4890,Gasoline,S-Class
Normal,2006,110000,1980,Gasoline,S-Class
Normal,2003,197046,500,Gasoline,S-Class
Guaranteed,2016,9271,16100,Gasoline,S-Class
Guaranteed,2015,80533,8895,Diesel,S-Class
Guaranteed,2007,197893,1599,Gasoline,S-Class
Normal,2017,9000,16800,Gasoline,S-Class
Normal,2016,31000,11300,Diesel,S-Class
Normal,2016,34311,11200,Diesel,S-Class
Normal,2010,162000,4900,Diesel,S-Class
Normal,2006,80825,2320,Gasoline,S-Class
Guaranteed,2015,106152,8450,Diesel,S-Class
Normal,2010,84618,3660,Gasoline,S-Class
Normal,2008,202364,2190,Diesel,S-Class
Normal,2008,87953,6900,Gasoline,S-Class
Normal,2014,26000,9800,Diesel,S-Class
Guaranteed,2008,132582,2580,Gasoline,S-Class
Guaranteed,2015,49615,8280,Diesel,S-Class
Guaranteed,2008,177919,2290,Gasoline,S-Class
Normal,2003,120000,830,Gasoline,S-Class
Normal,2015,56800,8890,Diesel,S-Class
Guaranteed,2015,118018,7990,Gasoline,S-Class
Normal,2008,229000,1580,Gasoline,S-Class
Normal,2008,110000,3100,Gasoline,S-Class
Normal,2014,120000,8550,Gasoline,S-Class
Normal,2015,105000,8500,Diesel,S-Class
Guaranteed,2014,61993,9770,Gasoline,S-Class
Normal,2015,41579,8590,Diesel,S-Class
Normal,2014,72199,9390,Gasoline,S-Class
Guaranteed,2013,68120,8600,Gasoline,S-Class
Normal,2014,72000,9390,Gasoline,S-Class
Normal,2015,41000,8590,Diesel,S-Class
Normal,2010,91351,3999,Diesel,S-Class
Normal,2008,109829,2650,Gasoline,S-Class
Normal,2013,134482,7850,Diesel,S-Class
Normal,2008,115000,2950,Diesel,S-Class
Normal,1997,261575,890,Gasoline,S-Class
Normal,2014,62000,8670,Diesel,S-Class
Normal,2008,180000,2290,Gasoline,S-Class
Normal,2007,241641,1690,Gasoline,S-Class
Normal,2011,132469,3490,Gasoline,S-Class
Normal,2011,152000,4190,Gasoline,S-Class
Normal,2017,7432,19000,Gasoline,S-Class
Normal,2008,159381,1900,Gasoline,S-Class
Normal,2008,229000,1670,Gasoline,S-Class
Normal,2006,207600,1430,Gasoline,S-Class
Normal,2015,55000,9800,Diesel,S-Class
Normal,2015,49000,11300,Gasoline,S-Class
Normal,2014,29000,13800,Gasoline,S-Class
Normal,2006,180000,1720,Gasoline,S-Class
Normal,1996,214204,550,Gasoline,S-Class
Normal,2016,22000,14800,Gasoline,S-Class
Normal,2011,118000,5900,Gasoline,S-Class
Normal,2007,225000,1699,Gasoline,S-Class
Normal,2006,137000,2500,Gasoline,S-Class
Certificated,2017,3800,16350,Gasoline,S-Class
Normal,2007,152602,1750,Gasoline,S-Class
Certificated,2017,2320,12650,Diesel,S-Class
Certificated,2017,6550,16750,Gasoline,S-Class
Certificated,2017,4620,12750,Diesel,S-Class
Certificated,2017,5690,12750,Diesel,S-Class
Normal,2010,110000,3790,Diesel,S-Class
Normal,2012,153457,3999,Gasoline,S-Class
Normal,2016,20242,11900,Gasoline,S-Class
Normal,2007,216000,1740,Gasoline,S-Class
Normal,2005,107531,990,Gasoline,S-Class
Normal,2007,151000,1990,Gasoline,S-Class
Normal,2015,10000,15100,Gasoline,S-Class
Guaranteed,2010,96163,3950,Gasoline,S-Class
Normal,2015,66509,9450,Gasoline,S-Class
Normal,2014,70441,10600,Gasoline,S-Class
Normal,1995,220480,390,Gasoline,S-Class
Normal,2015,68257,9900,Gasoline,S-Class
Normal,2014,56000,10200,Gasoline,S-Class
Normal,2007,201000,1750,Gasoline,S-Class
Normal,2014,50176,10900,Gasoline,S-Class
Normal,2014,25900,9700,Diesel,S-Class
Guaranteed,2008,153104,2670,Gasoline,S-Class
Normal,2015,98000,7990,Diesel,S-Class
Normal,2015,121242,7990,Gasoline,S-Class
Normal,2015,82000,9390,Gasoline,S-Class
Normal,2015,23438,10800,Diesel,S-Class
Normal,2015,77302,9300,Gasoline,S-Class
Guaranteed,2011,134037,4200,Gasoline,S-Class
Guaranteed,2015,69578,9600,Gasoline,S-Class
Normal,2015,42351,10450,Gasoline,S-Class
Normal,2015,31474,13990,Gasoline,S-Class
Normal,2006,87000,2599,Gasoline,S-Class
Normal,2008,89000,2830,Gasoline,S-Class
Normal,2008,189334,2190,Gasoline,S-Class
Normal,2015,54000,9550,Gasoline,S-Class
Normal,1996,161000,420,Gasoline,S-Class
Guaranteed,2006,166575,2100,Gasoline,S-Class
Normal,2006,103026,2350,Gasoline,S-Class
Normal,2008,165664,2450,Gasoline,S-Class
Normal,2007,137000,2400,Gasoline,S-Class
Normal,2006,330000,1590,Gasoline,S-Class
Normal,2012,60576,4690,Gasoline,S-Class
Normal,2013,59196,5400,Diesel,S-Class
Guaranteed,2005,224700,1390,Gasoline,S-Class
Normal,2017,18133,10600,Diesel,S-Class
Normal,2008,270000,1860,Gasoline,S-Class
Normal,2008,207422,1770,Gasoline,S-Class
Normal,2013,92000,4990,Diesel,S-Class
Normal,2015,23400,10700,Gasoline,S-Class
Normal,2014,50000,9400,Diesel,S-Class
Normal,2004,59400,1550,Gasoline,S-Class
Normal,2015,43116,14800,Gasoline,S-Class
Normal,1997,210000,999,Gasoline,S-Class
Normal,2015,69000,9000,Gasoline,S-Class
Normal,2011,165483,3600,Diesel,S-Class
Normal,2008,170430,2270,Gasoline,S-Class
Normal,2009,171000,2770,Gasoline,S-Class
Normal,2016,54982,12690,Gasoline,S-Class
Normal,2011,160915,4480,Gasoline,S-Class
Normal,2007,190700,1950,Gasoline,S-Class
Normal,1994,216642,599,Gasoline,S-Class
Normal,2014,87000,8700,Diesel,S-Class
Normal,2008,184220,2150,Gasoline,S-Class
Normal,2011,115318,4490,Gasoline,S-Class
Normal,2000,77281,399,Gasoline,S-Class
Guaranteed,2015,24349,13000,Gasoline,S-Class
Normal,2015,34647,14700,Gasoline,S-Class
Certificated,2016,5192,22900,Gasoline,S-Class
Certificated,2017,718,19900,Gasoline,S-Class
Normal,2010,150525,3200,Gasoline,S-Class
Normal,2015,33000,8450,Gasoline,S-Class
Normal,2015,38658,8390,Gasoline,S-Class
Normal,2010,83521,4290,Gasoline,S-Class
Normal,2011,228600,3650,Gasoline,S-Class
Guaranteed,2017,929,13350,Diesel,S-Class
Guaranteed,2015,38853,15200,Gasoline,S-Class
Normal,2014,57000,12000,Gasoline,S-Class
Normal,2010,120000,3590,Gasoline,S-Class
Normal,2015,46000,9400,Diesel,S-Class
Normal,2015,66125,8299,Diesel,S-Class
Normal,2015,77681,8199,Diesel,S-Class
Normal,2015,62941,13500,Gasoline,S-Class
Normal,2007,231490,1590,Gasoline,S-Class
Normal,2006,200000,1490,Gasoline,S-Class
Normal,2006,238145,1590,Gasoline,S-Class
Normal,2005,107000,850,Gasoline,S-Class
Normal,2009,57747,3499,Gasoline,S-Class
Normal,2003,240000,390,Gasoline,S-Class
Normal,2006,220000,1650,Gasoline,S-Class
Normal,2015,54000,11500,Gasoline,S-Class
Normal,2006,265000,1290,Gasoline,S-Class
Normal,2008,68000,2900,Diesel,S-Class
Normal,2014,108491,7820,Diesel,S-Class
Guaranteed,2014,16342,8880,Diesel,S-Class
Normal,2010,235000,2890,Diesel,S-Class
Normal,2008,108000,3750,Gasoline,S-Class
Normal,2015,77000,8999,Diesel,S-Class
Normal,2012,138000,5999,Gasoline,S-Class
Normal,2011,89000,5555,Gasoline,S-Class
Normal,2015,42000,10500,Gasoline,S-Class
