코드,날짜,종가,전일비,시가,고가,저가,거래량
001450,20200106,25450,0,25050,25600,25050,151197
001450,20200103,25450,-450,26000,26200,25450,321054
001450,20200102,25900,-1050,26950,27100,25900,287208
001450,20191230,26950,-200,27200,27300,26600,172927
001450,20191227,27150,-800,27100,27450,26900,259462
001450,20191226,27950,50,28100,28100,27750,154026
001450,20191224,27900,0,27950,28000,27650,172512
001450,20191223,27900,150,27850,28050,27500,225566
001450,20191220,27750,-1350,29200,29200,27500,491873
001450,20191219,29100,-50,29100,29300,28800,251891
001450,20191218,29150,600,28550,29350,28550,148366
001450,20191217,28550,-400,28850,29000,28450,500201
001450,20191216,28950,-750,29700,29800,28600,325931
001450,20191213,29700,750,29200,29800,29200,376154
001450,20191212,28950,1450,28000,29250,28000,722053
001450,20191211,27500,-100,27800,27800,27150,183378
001450,20191210,27600,-750,28050,28400,27550,259044
001450,20191209,28350,-50,28150,28500,27950,177289
001450,20191206,28400,150,28300,28550,27900,152258
001450,20191205,28250,450,27550,28500,27550,272041
001450,20191204,27800,-150,27650,28000,27350,190628
001450,20191203,27950,0,27950,28450,27450,182736
001450,20191202,27950,-50,28250,28400,27750,201247
001450,20191129,28000,-700,29100,29100,27950,298555
001450,20191128,28700,100,28350,28800,28050,219347
001450,20191127,28600,900,28300,28700,27800,220592
001450,20191126,27700,-50,27800,28450,27050,641132
001450,20191125,27750,450,26900,27850,26900,174364
001450,20191122,27300,50,27300,27800,27150,188535
001450,20191121,27250,-400,27650,27900,26800,336202
001450,20191120,27650,-200,27700,27950,27450,166171
001450,20191119,27850,-300,27900,28200,27550,171722
001450,20191118,28150,-200,28350,28450,27900,171900
001450,20191115,28350,850,27550,28900,27450,462457
001450,20191114,27500,-50,27500,27550,27150,252604
001450,20191113,27550,-650,28000,28450,27200,316850
001450,20191112,28200,100,28100,28350,27800,225378
001450,20191111,28100,-200,28000,28650,27950,204175
001450,20191108,28300,400,27900,28800,27800,454932
001450,20191107,27900,1400,26200,27950,26150,422281
001450,20191106,26500,-350,26850,26950,26300,163035
001450,20191105,26850,550,26350,27000,26300,183615
001450,20191104,26300,1050,25250,26550,25250,261461
001450,20191101,25250,0,25150,25500,25000,176045
001450,20191031,25250,-450,25650,25700,25100,203807
001450,20191030,25700,-550,26050,26350,25650,133573
001450,20191029,26250,500,25800,26600,25550,253607
001450,20191028,25750,-400,26650,26650,25600,179629
001450,20191025,26150,0,26050,26250,25600,158986
001450,20191024,26150,50,25900,26500,25900,176682
001450,20191023,26100,-600,26300,26900,26000,201342
001450,20191022,26700,-100,26650,27250,26550,250644
001450,20191021,26800,600,26000,27050,26000,256077
001450,20191018,26200,-100,26400,26600,26000,393544
001450,20191017,26300,-250,26300,26650,26150,135553
001450,20191016,26550,-200,26750,26900,26350,185822
001450,20191015,26750,100,26700,27100,26400,202056
001450,20191014,26650,750,26200,27000,26100,274770
001450,20191011,25900,1500,24800,26200,24800,578431
001450,20191010,24400,-900,24750,25300,24000,537730
001450,20191008,25300,50,25100,25700,25100,299816
001450,20191007,25250,50,25450,25800,24950,274316
001450,20191004,25200,-950,25900,26000,25200,781415
001450,20191002,26150,-400,26650,26650,26050,383593
001450,20191001,26550,150,26400,26950,26100,265630
001450,20190930,26400,200,26400,26550,26050,277780
001450,20190927,26200,-100,26450,26500,25900,327871
001450,20190926,26300,0,26300,26400,25600,386691
001450,20190925,26300,300,26000,26750,25950,419643
001450,20190924,26000,0,26100,26200,25850,246078
001450,20190923,26000,150,25500,26150,25450,210602
001450,20190920,25850,300,25550,25850,25300,374560
001450,20190919,25550,-450,25850,25850,25200,365560
001450,20190918,26000,750,25300,26100,25300,281407
001450,20190917,25250,250,25000,25550,25000,447736
001450,20190916,25000,100,24900,25700,24850,367539
001450,20190911,24900,250,24800,25250,24700,555351
001450,20190910,24650,700,23850,25000,23850,459063
001450,20190909,23950,0,23750,24300,23750,244966
001450,20190906,23950,-150,24000,24250,23900,309354
001450,20190905,24100,0,23800,24350,23800,277191
001450,20190904,24100,100,23800,24200,23750,224540
001450,20190903,24000,150,23800,24350,23800,258450
001450,20190902,23850,-50,25550,25550,23750,152706
001450,20190830,23900,350,23250,23950,23250,219173
001450,20190829,23550,400,23150,23600,23100,191490
001450,20190828,23150,100,23000,23350,22850,254065
001450,20190827,23050,-350,23250,23650,23050,305340
001450,20190826,23400,100,22850,23550,22650,263286
001450,20190823,23300,-1050,24000,24150,23250,595793
001450,20190822,24350,500,23850,24600,23850,287409
001450,20190821,23850,450,23400,23900,23250,263880
001450,20190820,23400,-850,23900,24100,23050,603436
001450,20190819,24250,150,24300,24500,23950,162108
001450,20190816,24100,-100,23950,24250,23300,289265
001450,20190814,24200,-800,24750,24800,24200,329253
001450,20190813,25000,950,24050,25200,24050,278948
001450,20190812,24050,-1300,25350,25550,23950,266971
001450,20190809,25350,-50,25400,26150,25350,161724
001450,20190808,25400,1000,24700,25850,24500,387762
001450,20190807,24400,-1150,25400,25500,24350,516755
001450,20190806,25550,-550,25850,25850,25200,472190
001450,20190805,26100,-300,26100,26350,25800,261962
001450,20190802,26400,-950,26850,27250,26250,375832
001450,20190801,27350,-600,27950,28150,27350,264898
001450,20190731,27950,950,27150,27950,26900,302428
001450,20190730,27000,-400,27500,27500,26800,106691
001450,20190729,27400,50,27300,27600,27000,204567
001450,20190726,27350,500,26550,27500,26250,244870
001450,20190725,26850,-350,26950,27050,26550,174353
001450,20190724,27200,-400,27500,27700,27050,145165
001450,20190723,27600,100,27450,27800,27250,153513
001450,20190722,27500,-200,27700,27950,27200,149562
001450,20190719,27700,1150,26650,27800,26450,332374
001450,20190718,26550,-500,26800,26800,26100,329597
001450,20190717,27050,-150,26900,27050,26650,148287
001450,20190716,27200,250,27200,27250,26650,377051
001450,20190715,26950,0,26750,27150,26750,104743
001450,20190712,26950,100,26850,27150,26850,149320
001450,20190711,26850,-50,26650,27200,26600,307392
001450,20190710,26900,-50,26950,27200,26600,202491
001450,20190709,26950,-350,27400,27450,26850,121972
001450,20190708,27300,-250,27550,27750,27150,155827
001450,20190705,27550,100,27300,27750,27300,137695
001450,20190704,27450,500,27000,27550,26850,174013
001450,20190703,26950,-1050,28200,28200,26950,417624
001450,20190702,28000,-500,28350,28450,27950,262464
001450,20190701,28500,50,28700,28950,28450,130467
001450,20190628,28450,-350,28550,28900,28450,145957
001450,20190627,28800,200,28600,28800,28050,353520
001450,20190626,28600,-100,28700,28850,28350,288991
001450,20190625,28700,-750,29400,29500,28600,519338
001450,20190624,29450,-300,29750,29750,29300,201949
001450,20190621,29750,500,29300,29750,29250,339661
001450,20190620,29250,-350,29800,29800,29200,365686
001450,20190619,29600,-350,29950,30100,29450,375011
001450,20190618,29950,0,29950,30100,29650,276180
001450,20190617,29950,-650,30550,30550,29950,246652
001450,20190614,30600,450,30300,30600,30050,311984
001450,20190613,30150,-450,30600,30750,29850,381291
001450,20190612,30600,-50,30400,30600,30200,253680
001450,20190611,30650,0,30550,30650,30300,272516
001450,20190610,30650,800,29850,30700,29750,320329
001450,20190607,29850,-400,30400,30450,29650,435351
001450,20190605,30250,-850,31050,31100,30200,461558
001450,20190604,31100,-350,31400,31550,31100,246727
001450,20190603,31450,700,30850,31450,30500,180170
001450,20190531,30750,-150,30700,30950,30450,180985
001450,20190530,30900,550,30150,30900,30150,170107
001450,20190529,30350,-850,31200,31250,30250,257666
001450,20190528,31200,250,31050,31250,30650,525521
001450,20190527,30950,50,31050,31050,30550,144387
001450,20190524,30900,0,30750,30900,30400,224335
001450,20190523,30900,-250,31150,31450,30700,208772
001450,20190522,31150,150,31000,31400,30600,259269
001450,20190521,31000,0,30950,31200,30600,325384
001450,20190520,31000,350,30650,31200,30650,284649
001450,20190517,30650,-250,31000,31450,30650,421437
001450,20190516,30900,-750,31650,31700,30900,510458
001450,20190515,31650,-450,32350,32400,31650,430937
001450,20190514,32100,-950,32550,32650,31800,424722
001450,20190513,33050,-3100,35000,35800,32800,649262
001450,20190510,36150,-150,36650,36900,35900,199413
001450,20190509,36300,-900,36950,37150,36300,236473
001450,20190508,37200,-100,36850,37250,36700,107917
001450,20190507,37300,-450,37600,37600,36850,262410
001450,20190503,37750,-300,37950,38200,37600,140768
001450,20190502,38050,-200,38000,38600,37750,183431
001450,20190430,38250,-650,38350,38650,37900,212366
001450,20190429,38900,650,38250,38900,38000,80609
001450,20190426,38250,-1100,39350,39400,38150,119840
001450,20190425,39350,550,39100,39400,38650,122595
001450,20190424,38800,300,38600,39150,38300,186241
001450,20190423,38500,750,38000,38650,37600,162970
001450,20190422,37750,-200,37900,38200,37400,124552
001450,20190419,37950,-600,38700,38750,37900,107986
001450,20190418,38550,-250,38800,39200,38350,146671
001450,20190417,38800,-100,38650,39200,38500,100831
001450,20190416,38900,-400,38900,39500,38500,152648
001450,20190415,39300,250,38650,39500,38650,116103
001450,20190412,39050,500,38800,39100,38750,127777
001450,20190411,38550,-50,38600,39000,38500,141111
001450,20190410,38600,500,37900,38600,37900,123815
001450,20190409,38100,-500,38250,38850,37900,126393
001450,20190408,38600,-200,39150,39150,38350,145896
001450,20190405,38800,100,38950,39050,38250,148989
001450,20190404,38700,400,38400,38800,38150,161037
001450,20190403,38300,50,37800,38450,37750,174495
001450,20190402,38250,-50,38350,38700,37800,178380
001450,20190401,38300,400,37850,38300,37550,128758
001450,20190329,37900,-950,39050,39450,37850,217651
001450,20190328,38850,-50,38800,39150,38250,145287
001450,20190327,38900,200,39150,39150,38450,85581
001450,20190326,38700,300,38750,39100,38150,107924
001450,20190325,38400,-200,38600,38600,38250,161891
001450,20190322,38600,250,38100,38900,38050,246196
001450,20190321,38350,-550,38650,39350,38100,193297
001450,20190320,38900,100,38450,39300,38450,115721
001450,20190319,38800,150,38350,39050,38350,170584
001450,20190318,38650,450,38450,38650,38000,125601
001450,20190315,38200,900,36950,38250,36950,418794
001450,20190314,37300,350,37200,37600,36900,275634
001450,20190313,36950,-100,37000,37050,36500,197300
001450,20190312,37050,-250,37400,37750,37000,159793
001450,20190311,37300,550,36700,37450,36600,145053
001450,20190308,36750,-550,37000,37150,36750,98954
001450,20190307,37300,-350,37650,37850,37000,172614
001450,20190306,37650,200,37450,37850,37200,200611
001450,20190305,37450,50,37300,37600,37200,119387
001450,20190304,37400,-300,37450,37800,37250,178780
001450,20190228,37700,-200,37950,38000,37450,268596
001450,20190227,37900,150,37600,37900,37250,249735
001450,20190226,37750,-1000,38300,38450,37750,321709
001450,20190225,38750,-200,38750,39550,38400,235409
001450,20190222,38950,600,38100,38950,38050,166462
001450,20190221,38350,-1200,39650,39700,38300,271113
001450,20190220,39550,1100,38400,39550,38300,303839
001450,20190219,38450,250,38200,38650,38150,206820
001450,20190218,38200,150,38300,38550,37800,166396
001450,20190215,38050,-900,38550,38950,38000,193092
001450,20190214,38950,-350,39350,39350,38500,265984
001450,20190213,39300,850,38600,39450,38200,336438
001450,20190212,38450,850,37750,38450,37400,249818
001450,20190211,37600,-500,38150,38250,37500,234756
001450,20190208,38100,300,37850,38100,37500,200790
001450,20190207,37800,-1000,38500,38600,37600,260627
001450,20190201,38800,1450,37300,39000,37300,376527
001450,20190131,37350,-200,37650,37750,37300,283599
001450,20190130,37550,200,37550,37550,36950,208433
001450,20190129,37350,0,37400,37550,36950,159945
001450,20190128,37350,-150,37400,37500,36900,166563
001450,20190125,37500,-350,37450,38150,37250,203754
001450,20190124,37850,800,37100,37850,36750,261862
001450,20190123,37050,100,37000,37750,36600,452100
001450,20190122,36950,-900,37600,37700,36750,375121
001450,20190121,37850,-350,38500,38500,37650,139057
001450,20190118,38200,0,38500,38700,37650,270887
001450,20190117,38200,400,37800,38400,37700,210230
001450,20190116,37800,150,37450,37950,37400,177184
001450,20190115,37650,900,37000,37950,36800,250359
001450,20190114,36750,-1050,37850,37850,36500,296838
001450,20190111,37800,200,37700,38200,37550,220439
001450,20190110,37600,150,37450,37950,37050,262015
001450,20190109,37450,-600,38150,38500,37150,476992
001450,20190108,38050,-750,39150,39250,37600,313905
001450,20190107,38800,-1100,40150,40200,38800,280046
001450,20190104,39900,200,39950,40100,39250,205921
001450,20190103,39700,-150,39500,40050,39200,202815
001450,20190102,39850,-1200,40750,41200,39500,215118
001450,20181228,41050,-200,40850,41850,40550,267400
001450,20181227,41250,-1550,41600,41800,41000,235235
001450,20181226,42800,-850,43350,43750,41900,202303
001450,20181224,43650,750,42900,44000,42150,224456
001450,20181221,42900,-50,43300,43300,41850,248119
001450,20181220,42950,550,42800,43000,41750,192262
001450,20181219,42400,600,42200,42750,41400,161282
001450,20181218,41800,350,41500,42800,41450,359388
001450,20181217,41450,-50,41950,42500,41400,161896
001450,20181214,41500,-200,41250,42000,40800,195773
001450,20181213,41700,950,40800,41850,40300,410350
001450,20181212,40750,550,40800,40900,40200,199871
001450,20181211,40200,0,39900,40400,39250,224014
001450,20181210,40200,800,38950,40200,38900,169670
001450,20181207,39400,-1450,40600,41000,39300,256938
001450,20181206,40850,-450,41450,41500,40550,162908
001450,20181205,41300,850,40400,41400,39800,215502
001450,20181204,40450,650,39900,40600,39900,253162
001450,20181203,39800,-250,40100,40400,39600,270724
001450,20181130,40050,-1000,41250,41250,40050,393957
001450,20181129,41050,50,41250,41650,40300,254036
001450,20181128,41000,-1600,42650,42650,40100,472937
001450,20181127,42600,-300,42650,42750,42150,190527
001450,20181126,42900,-100,43450,43750,42500,270413
001450,20181123,43000,-1050,44050,44350,42750,199586
001450,20181122,44050,200,43450,44500,43200,209470
001450,20181121,43850,250,43500,44150,42950,177996
001450,20181120,43600,900,43000,43700,42800,207234
001450,20181119,42700,-100,42700,43950,42300,227036
001450,20181116,42800,550,42500,43200,42100,233303
001450,20181115,42250,-450,42250,42550,41250,284197
001450,20181114,42700,-750,43500,43500,42300,339038
001450,20181113,43450,-1100,44000,44500,43000,368521
001450,20181112,44550,1700,42750,44750,42150,597514
001450,20181109,42850,1250,41500,43100,41200,273335
001450,20181108,41600,250,41750,42850,41500,330954
001450,20181107,41350,-250,41450,41850,41100,209337
001450,20181106,41600,1500,40350,41750,40300,288116
001450,20181105,40100,400,39750,40150,39450,162539
001450,20181102,39700,-150,39700,40450,39350,297188
001450,20181101,39850,-1950,41400,41550,39550,420757
001450,20181031,41800,2100,39800,41850,39100,295605
001450,20181030,39700,-1850,41950,42000,39400,367650
001450,20181029,41550,250,42000,42800,41400,297317
001450,20181026,41300,-750,41700,42750,41000,338433
001450,20181025,42050,-300,42350,42350,41150,413912
001450,20181024,42350,900,42200,43100,41600,301986
001450,20181023,41450,-1050,41850,42750,41200,233164
001450,20181022,42500,1400,40650,42700,40500,282582
001450,20181019,41100,0,40800,41450,39750,368208
001450,20181018,41100,450,40900,41850,39750,400789
001450,20181017,40650,550,40450,40950,40100,199236
001450,20181016,40100,-550,40700,41100,39550,268079
001450,20181015,40650,1650,38900,41000,38850,429741
001450,20181012,39000,-800,39850,40000,38200,516960
001450,20181011,39800,-1350,40300,41200,39750,671843
001450,20181010,41150,-450,40950,41600,40900,451153
001450,20181008,41600,-600,42500,42800,41600,176975
001450,20181005,42200,250,41550,42800,41500,170651
001450,20181004,41950,0,42450,42850,41550,363370
001450,20181002,41950,-50,41200,42100,40950,245645
001450,20181001,42000,50,41900,42100,41450,248960
001450,20180928,41950,1100,40900,42150,40900,716973
001450,20180927,40850,3000,38500,41050,38300,1044083
001450,20180921,37850,1100,37150,38100,37150,627255
001450,20180920,36750,350,36400,36900,36300,228716
001450,20180919,36400,250,36150,36500,35750,280136
001450,20180918,36150,-600,36350,36950,35950,573934
001450,20180917,36750,-100,36550,37050,36500,214576
001450,20180914,36850,1300,35700,37050,35700,410242
001450,20180913,35550,-500,36200,36350,35450,318902
001450,20180912,36050,-450,36500,36600,35900,128462
001450,20180911,36500,100,36100,36800,36100,128488
001450,20180910,36400,-550,36750,37500,36250,174572
001450,20180907,36950,-100,37350,37600,36700,189750
001450,20180906,37050,100,36900,37800,36700,158628
001450,20180905,36950,100,36500,37250,36450,161788
001450,20180904,36850,50,36750,36900,36350,110839
001450,20180903,36800,-400,36800,36900,36250,151707
001450,20180831,37200,250,36950,37450,36650,240664
001450,20180830,36950,350,36600,37200,36400,172759
001450,20180829,36600,-350,36650,36950,36200,195498
001450,20180828,36950,700,36250,37200,36000,186781
001450,20180827,36250,-1400,37700,37800,36200,348177
001450,20180824,37650,100,37550,37750,37150,180315
001450,20180823,37550,350,37200,37550,36650,214344
001450,20180822,37200,-800,37700,37750,37050,246516
001450,20180821,38000,-600,38100,38300,37450,483081
001450,20180820,38600,150,38900,39700,38200,227764
001450,20180817,38450,-150,38200,38800,37750,228277
001450,20180816,38600,900,37200,38750,36800,321193
001450,20180814,37700,500,37650,38250,36800,318741
001450,20180813,37200,250,36900,38000,36900,221098
001450,20180810,36950,250,36900,37600,36800,207442
001450,20180809,36700,-750,37050,37250,36600,337194
001450,20180808,37450,-1100,38000,38500,37150,281324
001450,20180807,38550,200,38050,39000,37350,353139
001450,20180806,38350,1400,36650,39750,35900,604898
001450,20180803,36950,-150,36700,37150,35900,202077
001450,20180802,37100,-900,37500,38250,36750,202370
001450,20180801,38000,1350,36950,38350,36750,298602
001450,20180731,36650,50,36600,37450,36300,368421
001450,20180730,36600,1150,35400,36800,35300,203832
001450,20180727,35450,500,35250,35600,34750,116819
001450,20180726,34950,-550,35500,35950,34550,197200
001450,20180725,35500,-700,36000,36700,35400,229522
001450,20180724,36200,250,36000,36350,35200,264590
001450,20180723,35950,1900,34100,36300,34050,444472
001450,20180720,34050,950,32950,34100,32950,244029
001450,20180719,33100,-700,33600,33700,32850,320934
001450,20180718,33800,-200,33850,34300,33750,226730
001450,20180717,34000,-250,34250,34300,33700,206954
001450,20180716,34250,-50,34350,34450,33800,151485
001450,20180713,34300,100,34350,35250,34250,230135
001450,20180712,34200,-300,34750,35100,34200,303119
001450,20180711,34500,-1050,35000,35150,34200,299451
001450,20180710,35550,-1000,35850,36550,35200,239296
001450,20180709,36550,-250,36200,37150,36200,211727
001450,20180706,36800,1300,35150,37400,35150,298388
001450,20180705,35500,-250,35350,36100,35300,122360
001450,20180704,35750,1450,34050,36000,33750,332820
001450,20180703,34300,1100,33200,34400,32350,309607
001450,20180702,33200,-500,33500,33850,33100,147064
001450,20180629,33700,-300,34250,34350,33500,170584
001450,20180628,34000,-600,34650,34700,33500,297015
001450,20180627,34600,-200,34500,35000,34100,240532
001450,20180626,34800,-850,35300,35900,34500,308854
001450,20180625,35650,-750,36250,36600,35500,128645
001450,20180622,36400,800,35100,36750,35100,203897
001450,20180621,35600,-1800,36550,37100,35600,334758
001450,20180620,37400,-550,38000,38500,37000,261658
001450,20180619,37950,1100,36100,38550,36100,481117
001450,20180618,36850,2050,35150,37150,35150,316118
001450,20180615,34800,-1100,35600,35750,34750,285980
001450,20180614,35900,-100,35800,36150,35450,253362
001450,20180612,36000,450,35350,36250,35350,103967
001450,20180611,35550,200,35350,35900,35250,97376
001450,20180608,35350,-200,35750,36000,35350,111639
001450,20180607,35550,-350,35700,36400,35350,184008
001450,20180605,35900,600,35300,36300,35050,216179
001450,20180604,35300,750,34750,35550,34750,170223
001450,20180601,34550,500,34050,34700,34000,116785
001450,20180531,34050,500,33600,34450,33300,326095
001450,20180530,33550,-1450,34950,35000,33500,300242
001450,20180529,35000,0,34950,35300,34600,120450
001450,20180528,35000,-400,35450,35700,34700,135142
001450,20180525,35400,-200,35850,35900,35200,131505
001450,20180524,35600,350,35400,35650,35100,186443
001450,20180523,35250,-1750,36350,36550,35200,504737
001450,20180521,37000,0,36950,37350,36550,136250
001450,20180518,37000,100,36850,37200,36650,99135
001450,20180517,36900,-350,36900,37250,36650,127257
001450,20180516,37250,550,36600,37250,36550,152537
001450,20180515,36700,-1400,37550,37650,36700,225242
001450,20180514,38100,100,38000,38350,37800,97708
001450,20180511,38000,1000,37100,38000,36900,122454
001450,20180510,37000,-500,37550,38000,36700,234603
001450,20180509,37500,-100,37600,37900,37250,108244
001450,20180508,37600,650,37500,39000,37400,213945
001450,20180504,36950,-600,37100,37300,36950,126633
001450,20180503,37550,350,37200,37600,37000,141921
001450,20180502,37200,-1050,38250,38350,37000,210394
001450,20180430,38250,950,37950,38300,37600,128970
001450,20180427,37300,-1050,38050,38550,37250,201035
001450,20180426,38350,50,38350,38750,38150,235738
001450,20180425,38300,750,37850,38350,37300,332454
001450,20180424,37550,-50,38350,38450,37450,301202
001450,20180423,37600,1150,36450,37650,36450,334654
001450,20180420,36450,500,35950,36550,35900,126548
001450,20180419,35950,-450,36150,36500,35950,110334
001450,20180418,36400,350,36000,36850,36000,160066
001450,20180417,36050,500,35500,36300,35500,118516
001450,20180416,35550,-200,35950,36000,35450,93126
001450,20180413,35750,-50,35650,36050,35300,181420
001450,20180412,35800,100,35750,36450,35400,229192
001450,20180411,35700,-1000,36350,36700,35300,387288
001450,20180410,36700,-550,37400,37400,36350,167726
001450,20180409,37250,350,36550,37550,36500,131272
001450,20180406,36900,400,36600,37550,36150,213659
001450,20180405,36500,-750,37350,37750,36400,226375
001450,20180404,37250,-750,37850,38000,37250,223913
001450,20180403,38000,-500,38200,38450,37700,186691
001450,20180402,38500,-400,38900,39350,38200,196047
001450,20180330,38900,-350,39800,39850,38700,141851
001450,20180329,39250,150,39100,39700,38750,111499
001450,20180328,39100,-100,38900,39300,38700,145294
001450,20180327,39200,300,39000,39650,39000,128181
001450,20180326,38900,300,39000,39700,38500,229079
001450,20180323,38600,-2200,40350,40350,38600,371211
001450,20180322,40800,2300,38850,40850,38700,422987
001450,20180321,38500,-350,38450,38950,38350,136986
001450,20180320,38850,-300,39050,39200,38550,131481
001450,20180319,39150,100,39050,39200,38850,163326
001450,20180316,39050,300,38750,39300,38550,181417
001450,20180315,38750,-200,39150,39150,38250,157004
001450,20180314,38950,750,38150,38950,38150,220702
001450,20180313,38200,-750,38450,38800,38000,250028
001450,20180312,38950,800,38750,39100,38500,193428
001450,20180309,38150,250,38150,38750,37750,175314
001450,20180308,37900,300,38100,38200,37600,230001
001450,20180307,37600,-400,38000,38500,37600,205666
001450,20180306,38000,-450,38700,39400,38000,322383
001450,20180305,38450,-800,39200,39400,38350,302790
001450,20180302,39250,-2050,41850,41850,39150,511830
001450,20180228,41300,0,40550,41550,40550,198214
001450,20180227,41300,-500,42100,42450,41250,149507
001450,20180226,41800,-350,42650,42700,41750,148262
001450,20180223,42150,1250,41300,42200,40900,173487
001450,20180222,40900,-850,41350,41600,40800,222738
001450,20180221,41750,650,41200,41800,40550,194576
001450,20180220,41100,-900,41850,41850,40950,118778
001450,20180219,42000,550,42300,42350,41750,120000
001450,20180214,41450,-100,41550,42050,41350,114214
001450,20180213,41550,-650,42200,42850,41450,156556
001450,20180212,42200,800,41700,42450,41450,132714
001450,20180209,41400,-1350,41950,42500,41200,194160
001450,20180208,42750,-1150,43600,44400,42750,253260
001450,20180207,43900,-450,44000,44500,43650,236643
001450,20180206,44350,-1350,46000,46300,43600,276619
001450,20180205,45700,-500,46200,46200,45000,182431
001450,20180202,46200,-1000,46500,47800,46100,169640
001450,20180201,47200,850,45850,47800,45700,274038
001450,20180131,46350,950,45800,46350,43500,237921
001450,20180130,45400,0,45400,46400,45300,228115
001450,20180129,45400,300,45200,45550,45000,160011
001450,20180126,45100,-550,45250,45900,44800,169870
001450,20180125,45650,-200,45550,46500,45300,155453
001450,20180124,45850,-1100,46950,47650,45750,182460
001450,20180123,46950,550,46050,47000,45800,147407
001450,20180122,46400,-550,47300,47400,45800,147963
001450,20180119,46950,600,45800,46950,45750,222466
001450,20180118,46350,-600,46550,47300,46100,231962
001450,20180117,46950,-50,46550,47250,46450,140010
001450,20180116,47000,0,46600,47350,46350,189222
001450,20180115,47000,950,46050,47400,46050,189127
001450,20180112,46050,850,45450,46650,44950,339558
001450,20180111,45200,600,45000,45200,43850,293060
001450,20180110,44600,550,44150,45000,44050,345342
001450,20180109,44050,-150,44200,44450,44050,216842
001450,20180108,44200,100,44300,44600,44000,135537
001450,20180105,44100,50,44050,44500,43700,201418
001450,20180104,44050,-1750,45850,46000,44050,350289
001450,20180103,45800,-1150,46300,47050,45750,200746
001450,20180102,46950,-50,46650,47150,46300,103616
001450,20171228,47000,0,46700,48000,46550,146891
001450,20171227,47000,-1400,47100,47300,45850,158642
001450,20171226,48400,1100,47300,48500,47300,158179
001450,20171222,47300,-150,47950,48300,47000,160534
001450,20171221,47450,-350,47500,48150,47250,174585
001450,20171220,47800,1250,46600,48050,46600,299378
001450,20171219,46550,-100,46500,47300,46500,246299
001450,20171218,46650,0,46750,46900,45900,205669
001450,20171215,46650,-500,47150,47300,45950,289694
001450,20171214,47150,950,46600,47300,46200,473464
001450,20171213,46200,2000,44300,46500,44300,243525
001450,20171212,44200,-1100,44500,44950,44000,179905
001450,20171211,45300,450,44300,45500,44250,151022
001450,20171208,44850,-300,45450,46150,44550,187659
001450,20171207,45150,-300,45400,46650,45100,342667
001450,20171206,45450,1600,44150,45650,44100,438089
001450,20171205,43850,-600,43950,44500,43650,171205
001450,20171204,44450,2000,42800,44450,42700,244641
001450,20171201,42450,-950,43550,43800,42450,227865
001450,20171130,43400,800,43350,44150,42750,424759
001450,20171129,42600,150,42550,43100,42000,146781
001450,20171128,42450,-400,42850,43250,42400,161136
001450,20171127,42850,50,42800,43150,42550,141346
001450,20171124,42800,400,42550,43100,42450,63282
001450,20171123,42400,0,42400,43250,42400,165145
001450,20171122,42400,50,42400,43250,42250,177203
001450,20171121,42350,-400,42950,42950,42350,185981
001450,20171120,42750,-1400,43750,44600,42600,312651
001450,20171117,44150,150,43550,44600,43550,236841
001450,20171116,44000,0,44150,44200,43550,201808
001450,20171115,44000,1300,42500,44300,42250,356952
001450,20171114,42700,-500,43150,43400,42700,260430
001450,20171113,43200,-1300,44200,44500,43150,287246
001450,20171110,44500,-400,44250,44800,44250,127549
001450,20171109,44900,0,45000,45100,44200,171734
001450,20171108,44900,-50,44600,45250,44550,112468
001450,20171107,44950,-150,44550,45250,44050,118696
001450,20171106,45100,50,45050,45350,44500,127909
001450,20171103,45050,-150,45600,46350,44900,160718
001450,20171102,45200,150,45100,45350,44650,154370
001450,20171101,45050,-300,44550,45100,44050,265602
001450,20171031,45350,-1350,46300,46300,45000,349744
001450,20171030,46700,-400,47150,47500,46200,170318
001450,20171027,47100,-450,47050,47600,46900,154303
001450,20171026,47550,-550,48900,48900,47250,107713
001450,20171025,48100,650,47100,48900,46750,219178
001450,20171024,47450,150,46950,47750,46850,123745
001450,20171023,47300,50,46700,47500,46700,126167
001450,20171020,47250,1100,45900,47350,45400,122318
001450,20171019,46150,200,46150,46750,46100,151421
001450,20171018,45950,-850,46250,46550,45500,149267
001450,20171017,46800,-800,47600,48150,46750,156595
001450,20171016,47600,-100,47700,48000,46900,96968
001450,20171013,47700,850,47050,48350,46800,240290
001450,20171012,46850,50,46700,47200,46450,203352
001450,20171011,46800,-400,46750,47250,46450,278489
001450,20171010,47200,1900,45300,47400,45050,364440
001450,20170929,45300,600,45200,45300,44500,173828
001450,20170928,44700,100,44050,44700,43350,165181
001450,20170927,44600,-300,44300,44600,43400,265645
001450,20170926,44900,400,44900,45350,44050,223801
001450,20170925,44500,0,44900,44900,43900,134594
001450,20170922,44500,400,43800,44800,43800,169399
001450,20170921,44100,-700,44450,44650,43850,145983
001450,20170920,44800,400,44800,45300,44300,134883
001450,20170919,44400,-700,44600,44950,43850,183945
001450,20170918,45100,300,44300,45350,43950,211983
001450,20170915,44800,1000,43750,44900,43500,297094
001450,20170914,43800,200,43600,43900,42800,245156
001450,20170913,43600,-1150,44700,44750,43600,136031
001450,20170912,44750,1000,44100,45300,43800,188682
001450,20170911,43750,-150,44200,45600,43500,242029
001450,20170908,43900,650,43250,44350,43000,142313
