코드,날짜,종가,전일비,시가,고가,저가,거래량
005830,19980928,665,-5,690,690,650,97400
005830,19980926,670,35,640,680,640,289500
005830,19980925,635,-20,640,660,630,151200
005830,19980924,655,15,660,667,635,192200
005830,19980923,640,10,626,640,626,161600
005830,19980922,630,-40,650,670,623,115500
005830,19980921,670,-7,699,699,660,195000
005830,19980919,677,-8,695,695,677,257300
005830,19980918,685,-5,681,700,672,218200
005830,19980917,690,-2,680,720,680,457800
005830,19980916,692,12,680,710,670,401100
005830,19980915,680,-38,720,725,660,366500
005830,19980914,718,38,670,760,650,814100
005830,19980912,680,40,650,690,645,635000
005830,19980911,640,10,630,646,625,379400
005830,19980910,630,0,640,640,626,368700
005830,19980909,630,0,630,639,622,60100
005830,19980908,630,-1,636,640,625,162700
005830,19980907,631,2,621,640,616,184300
005830,19980905,629,4,620,630,620,111100
005830,19980904,625,5,640,640,620,126700
005830,19980903,620,-15,609,634,602,145800
005830,19980902,635,30,650,650,607,132800
005830,19980901,605,5,601,620,600,92500
005830,19980831,600,-8,608,620,600,172800
005830,19980829,608,-2,591,608,590,96500
005830,19980828,610,-19,616,620,601,128000
005830,19980827,629,4,620,630,614,69600
005830,19980826,625,-5,605,640,605,189400
005830,19980825,630,0,630,640,620,90400
005830,19980824,630,20,610,630,600,185200
005830,19980822,610,-6,616,616,601,109600
005830,19980821,616,-24,630,631,616,165900
005830,19980820,640,35,617,640,610,391900
005830,19980819,605,5,601,620,601,209400
005830,19980818,600,-40,580,630,580,104800
005830,19980817,640,-9,650,650,640,80200
005830,19980814,649,19,635,649,627,191200
005830,19980813,630,-10,620,640,620,117700
005830,19980812,640,-12,650,650,625,294800
005830,19980811,652,12,650,680,650,237900
005830,19980810,640,-20,670,670,625,351600
005830,19980808,660,-30,681,681,655,106900
005830,19980807,690,25,710,710,680,164000
005830,19980806,665,-17,652,690,652,159500
005830,19980805,682,-10,760,760,671,178500
005830,19980804,692,2,680,710,680,144300
005830,19980803,690,-35,710,715,685,229500
005830,19980801,725,-5,730,736,720,86200
005830,19980731,730,11,740,760,720,345100
005830,19980730,719,-11,720,730,703,130300
005830,19980729,730,10,731,750,730,260200
005830,19980728,720,0,720,740,705,173100
005830,19980727,720,-30,735,750,716,249200
005830,19980725,750,-27,782,789,745,455700
005830,19980724,777,57,700,780,700,1042400
005830,19980723,720,-20,738,780,720,535500
005830,19980722,740,-34,750,774,730,389600
005830,19980721,774,38,740,810,730,1454000
005830,19980720,736,6,740,745,702,603000
005830,19980718,730,40,695,745,695,663900
005830,19980716,690,14,689,698,680,402300
005830,19980715,676,9,675,689,670,222100
005830,19980714,667,22,646,672,646,145400
005830,19980713,645,-30,602,665,602,199800
005830,19980711,675,5,709,709,670,195300
005830,19980710,670,-82,752,752,665,364200
005830,19980709,752,52,729,765,720,785500
005830,19980708,700,30,675,712,675,297800
005830,19980707,670,-8,645,700,645,397700
005830,19980706,678,8,640,680,640,206700
005830,19980704,670,-20,681,681,670,97100
005830,19980703,690,10,680,700,680,73900
005830,19980702,680,-40,740,740,670,183600
005830,19980701,720,40,680,720,673,304000
005830,19980630,680,-22,702,702,660,176000
005830,19980629,702,-8,710,739,702,103800
005830,19980627,710,-2,714,729,710,69600
005830,19980626,712,-8,710,740,710,76400
005830,19980625,720,-10,749,749,720,151500
005830,19980624,730,10,730,749,717,118400
005830,19980623,720,-20,710,730,710,274900
005830,19980622,740,-10,750,760,740,161300
005830,19980620,750,-10,780,780,750,162900
005830,19980619,760,-40,820,820,742,211100
005830,19980618,800,39,780,830,780,747100
005830,19980617,761,81,690,761,690,420900
005830,19980616,680,-20,680,710,662,373500
005830,19980615,700,-10,740,750,695,234700
005830,19980613,710,0,661,747,661,254900
005830,19980612,710,-61,721,770,710,384400
005830,19980611,771,-8,750,810,750,374700
005830,19980610,779,-66,845,845,770,524100
005830,19980609,845,11,885,890,840,968500
005830,19980608,834,89,801,834,790,631400
005830,19980605,745,-5,749,770,745,237200
005830,19980603,750,35,715,750,715,265700
005830,19980602,715,-45,760,760,710,302600
005830,19980601,760,10,755,795,755,560800
005830,19980530,750,25,750,760,727,512700
005830,19980529,725,25,700,760,700,804400
005830,19980528,700,0,698,740,670,794500
005830,19980527,700,20,700,720,630,1116300
005830,19980526,680,-77,730,750,670,332700
005830,19980525,757,-43,800,835,730,429500
005830,19980523,800,40,848,848,780,163500
005830,19980522,760,-18,770,800,750,201400
005830,19980521,778,-105,900,927,778,505700
005830,19980520,883,94,860,883,840,393900
005830,19980519,789,84,750,789,740,617500
005830,19980518,705,75,665,705,660,287900
005830,19980516,630,-45,594,640,594,311700
005830,19980515,675,-15,700,745,671,503400
005830,19980514,690,38,653,730,590,1460100
005830,19980513,652,-88,652,690,652,299100
005830,19980512,740,-100,740,760,740,295200
005830,19980511,840,-60,850,901,840,184500
005830,19980509,900,-45,970,970,900,61100
005830,19980508,945,-5,960,980,940,107300
005830,19980507,950,-45,940,1000,920,254200
005830,19980506,995,0,995,1010,980,125400
005830,19980504,995,15,980,1020,960,118500
005830,19980502,980,-50,1030,1030,980,62300
005830,19980430,1030,-10,1040,1060,1010,203700
005830,19980429,1040,40,1000,1080,950,231100
005830,19980428,1000,29,980,1040,956,95200
005830,19980427,971,1,950,1015,950,153700
005830,19980425,970,10,950,990,940,220300
005830,19980424,960,-100,1020,1100,960,422100
005830,19980423,1060,-140,1180,1180,1060,204400
005830,19980422,1200,-20,1200,1220,1200,99800
005830,19980421,1220,-10,1210,1230,1190,166800
005830,19980420,1230,-50,1210,1250,1210,78000
005830,19980418,1280,-15,1280,1330,1270,134700
005830,19980417,1295,45,1250,1330,1250,175700
005830,19980416,1250,-70,1350,1350,1250,212300
005830,19980415,1320,-10,1350,1350,1300,186600
005830,19980414,1330,-90,1400,1400,1330,110600
005830,19980413,1420,0,1410,1430,1370,372600
005830,19980411,1420,60,1360,1420,1360,430000
005830,19980410,1360,0,1390,1390,1340,234300
005830,19980409,1360,30,1330,1370,1330,322300
005830,19980408,1330,-10,1340,1400,1300,368600
005830,19980407,1340,140,1240,1340,1240,288900
005830,19980406,1200,-50,1225,1235,1170,141800
005830,19980404,1250,50,1200,1250,1160,123100
005830,19980403,1200,-100,1310,1320,1150,164700
005830,19980402,1300,20,1290,1320,1270,319700
005830,19980401,1280,-70,1350,1350,1280,233900
005830,19980331,1350,20,1340,1380,1340,194400
005830,19980330,1330,-80,1400,1400,1330,312900
005830,19980328,1410,10,1400,1430,1400,246700
005830,19980327,1400,0,1335,1400,1330,262900
005830,19980326,1400,-40,1440,1440,1390,207300
005830,19980325,1440,80,1380,1440,1360,337300
005830,19980324,1360,-90,1430,1440,1335,532300
005830,19980323,1450,-40,1480,1515,1450,417100
005830,19980321,1490,-50,1500,1550,1490,98800
005830,19980320,1540,30,1520,1570,1510,527900
005830,19980319,1510,30,1490,1540,1480,377100
005830,19980318,1480,-20,1450,1560,1450,493800
005830,19980317,1500,-100,1500,1580,1440,533000
005830,19980316,1600,-100,1700,1720,1600,674300
005830,19980314,1700,-50,1700,1780,1680,988400
005830,19980313,1750,105,1670,1750,1560,1726100
005830,19980312,1645,175,1500,1645,1470,1100200
005830,19980311,1470,-30,1530,1540,1450,729100
005830,19980310,1500,90,1430,1520,1400,793500
005830,19980309,1410,-70,1480,1550,1410,979600
005830,19980307,1480,-120,1600,1670,1450,495800
005830,19980306,1600,-40,1640,1700,1525,1803300
005830,19980305,1640,-5,1670,1820,1620,2295900
005830,19980304,1645,175,1490,1645,1470,2863100
005830,19980303,1470,70,1350,1480,1350,1704700
005830,19980302,1400,30,1400,1510,1375,2608400
005830,19980228,1370,100,1370,1370,1370,462900
005830,19980227,1270,90,1270,1270,1270,159900
005830,19980226,1180,80,1100,1180,1060,439900
005830,19980225,1100,-20,1150,1180,1080,380700
005830,19980224,1120,10,1110,1160,1090,704400
005830,19980223,1110,80,1030,1110,1030,221600
005830,19980221,1030,-30,1000,1040,1000,146100
005830,19980220,1060,-30,1120,1140,1060,342500
005830,19980219,1090,80,1000,1090,1000,398600
005830,19980218,1010,60,980,1020,950,418700
005830,19980217,950,-60,1020,1020,930,350500
005830,19980216,1010,-50,981,1050,980,396500
005830,19980214,1060,-90,1100,1140,1060,116100
005830,19980213,1150,10,1220,1220,1140,431700
005830,19980212,1140,-60,1150,1160,1110,406200
005830,19980211,1200,-80,1260,1260,1180,403600
005830,19980210,1280,-70,1310,1350,1280,358600
005830,19980209,1350,70,1310,1350,1280,473900
005830,19980207,1280,0,1260,1280,1250,327500
005830,19980206,1280,-50,1340,1370,1260,610300
005830,19980205,1330,-50,1390,1400,1310,801900
005830,19980204,1380,30,1350,1420,1300,891100
005830,19980203,1350,40,1410,1410,1290,1484300
005830,19980202,1310,-90,1350,1350,1290,694600
005830,19980131,1400,100,1400,1400,1360,846300
005830,19980130,1300,90,1300,1300,1280,229600
005830,19980126,1210,-30,1250,1270,1200,655900
005830,19980124,1240,60,1210,1270,1190,490600
005830,19980123,1180,-100,1280,1300,1180,769900
005830,19980122,1280,60,1250,1310,1170,1152600
005830,19980121,1220,30,1280,1280,1190,2408900
005830,19980120,1190,80,1190,1190,1190,573900
005830,19980119,1110,80,1110,1110,1080,404700
005830,19980117,1030,-50,1010,1080,1010,739100
005830,19980116,1080,-90,1210,1250,1080,1095600
005830,19980115,1170,80,1090,1170,1090,1297900
005830,19980114,1090,80,1080,1090,1030,1412500
005830,19980113,1010,67,958,1010,911,1146500
005830,19980112,943,69,943,943,900,787100
005830,19980110,874,64,810,874,790,176700
005830,19980109,810,-70,840,870,810,467900
005830,19980108,880,10,830,890,830,289300
005830,19980107,870,-10,841,935,841,918600
005830,19980106,880,27,880,900,835,560800
005830,19980105,853,63,800,853,800,334900
005830,19980103,790,58,674,790,674,142000
005830,19971227,732,-63,795,825,732,743800
005830,19971226,795,58,795,795,795,34000
005830,19971224,737,-64,737,790,737,655700
005830,19971223,801,-69,840,850,801,280400
005830,19971222,870,28,872,890,830,523400
005830,19971220,842,62,820,842,785,338900
005830,19971219,780,-32,876,876,780,1317800
005830,19971217,812,60,812,812,812,173200
005830,19971216,752,55,752,752,752,33500
005830,19971215,697,51,646,697,646,188100
005830,19971213,646,47,560,646,560,170600
005830,19971212,599,-52,599,628,599,355400
005830,19971211,651,-56,700,700,651,389700
005830,19971210,707,52,620,707,620,515400
005830,19971209,655,-56,700,700,655,313500
005830,19971208,711,-49,730,800,710,1154000
005830,19971206,760,-44,860,860,740,1451200
005830,19971205,804,59,804,804,804,54200
005830,19971204,745,55,690,745,690,1449700
005830,19971203,690,-59,690,690,690,38000
005830,19971202,749,-65,749,749,749,37100
005830,19971201,814,-70,814,814,814,63500
005830,19971129,884,-76,884,884,884,42400
005830,19971128,960,-80,1050,1050,960,220000
005830,19971127,1040,-40,1100,1140,1040,316300
005830,19971126,1080,-60,1050,1130,1050,683400
005830,19971125,1140,-90,1140,1140,1140,94800
005830,19971124,1230,-100,1320,1320,1230,210900
005830,19971122,1330,-100,1430,1430,1320,318100
005830,19971121,1430,80,1430,1430,1370,298800
005830,19971120,1350,-100,1450,1450,1350,485900
005830,19971119,1450,0,1440,1450,1360,303300
005830,19971118,1450,0,1450,1490,1350,399800
005830,19971117,1450,-100,1550,1570,1430,118300
005830,19971115,1550,-30,1580,1620,1550,189800
005830,19971114,1580,0,1610,1610,1530,248500
005830,19971113,1580,-30,1640,1660,1580,253300
005830,19971112,1610,10,1490,1650,1490,360700
005830,19971111,1600,70,1530,1650,1470,605500
005830,19971110,1530,110,1410,1530,1410,396900
005830,19971108,1420,-60,1370,1420,1370,294700
005830,19971107,1480,-120,1610,1620,1480,236000
005830,19971106,1600,-60,1660,1680,1550,232600
005830,19971105,1660,-40,1690,1770,1650,466700
005830,19971104,1700,100,1600,1710,1600,389500
005830,19971103,1600,100,1460,1620,1430,253400
005830,19971101,1500,110,1400,1500,1400,62200
005830,19971031,1390,30,1360,1440,1360,164200
005830,19971030,1360,-90,1350,1500,1340,179700
005830,19971029,1450,80,1400,1470,1300,269900
005830,19971028,1370,-110,1450,1450,1370,492900
005830,19971027,1480,-90,1570,1600,1450,241900
005830,19971025,1570,-80,1670,1670,1550,184900
005830,19971024,1650,-110,1750,1750,1650,200500
005830,19971023,1760,-20,1850,1880,1640,497900
005830,19971022,1780,130,1780,1780,1610,193700
005830,19971021,1650,80,1450,1690,1450,241100
005830,19971020,1570,-130,1670,1700,1570,211200
005830,19971018,1700,-10,1710,1710,1660,58600
005830,19971017,1710,70,1600,1720,1600,147000
005830,19971016,1640,-140,1750,1760,1640,238800
005830,19971015,1780,10,1770,1800,1760,138500
005830,19971014,1770,-30,1850,1850,1770,230400
005830,19971013,1800,-30,1820,1830,1740,170200
005830,19971011,1830,30,1820,1840,1820,61000
005830,19971010,1800,-20,1820,1840,1800,122000
005830,19971009,1820,-20,1820,1880,1780,251300
005830,19971008,1840,-40,1850,1880,1840,181800
005830,19971007,1880,-80,1900,1900,1880,203800
005830,19971006,1960,40,1940,1980,1890,244200
005830,19971004,1920,40,1840,1920,1840,134500
005830,19971002,1880,-40,1940,1950,1860,169400
005830,19971001,1920,-30,2000,2010,1900,309400
005830,19970930,1950,140,1950,1950,1840,337900
005830,19970929,1810,10,1800,1840,1750,198100
005830,19970927,1800,0,1830,1850,1800,102600
005830,19970926,1800,-40,1800,1880,1800,218200
005830,19970925,1840,-70,1910,1920,1840,190100
005830,19970924,1910,40,1840,1970,1830,270100
005830,19970923,1870,-140,2010,2010,1850,266900
005830,19970922,2010,10,2000,2040,2000,214700
005830,19970920,2000,-60,2050,2050,2000,186300
005830,19970919,2060,20,2070,2100,2040,304100
005830,19970918,2040,0,2040,2160,2040,380700
005830,19970913,2040,-80,2100,2120,2000,259800
005830,19970912,2120,10,2130,2170,2110,676700
005830,19970911,2110,-110,2230,2230,2100,755900
005830,19970910,2220,120,2140,2260,2120,1328200
005830,19970909,2100,20,2080,2150,2040,1181100
005830,19970908,2080,0,2100,2230,2030,2444100
005830,19970906,2080,150,2070,2080,2010,832200
005830,19970905,1930,140,1810,1930,1800,2447300
005830,19970904,1790,60,1750,1840,1750,3196200
005830,19970903,1730,0,1730,1860,1670,1243100
005830,19970902,1730,-30,1760,1770,1720,168500
005830,19970901,1760,-20,1740,1840,1740,95100
005830,19970830,1780,-120,1890,1890,1780,69200
005830,19970829,1900,30,1910,1910,1880,64700
005830,19970828,1870,-30,1870,1970,1870,105800
005830,19970827,1900,-70,1920,1960,1900,116400
005830,19970826,1970,-60,2050,2050,1970,101800
005830,19970825,2030,30,2010,2080,2000,468800
005830,19970823,2000,0,2000,2010,2000,248600
005830,19970822,2000,-40,2020,2020,1960,136000
005830,19970821,2040,-80,2120,2120,2040,85900
005830,19970820,2120,-10,2130,2140,2100,59600
005830,19970819,2130,-30,2160,2180,2120,178600
005830,19970818,2160,-60,2180,2220,2160,35400
005830,19970816,2220,-30,2220,2240,2220,14400
005830,19970814,2250,0,2250,2270,2250,33100
005830,19970813,2250,0,2260,2400,2250,186600
005830,19970812,2250,-50,2300,2300,2250,139300
005830,19970811,2300,80,2230,2380,2230,254800
005830,19970809,2220,80,2170,2240,2160,213200
005830,19970808,2140,-50,2190,2190,2120,71100
005830,19970807,2190,90,2150,2200,2150,179600
005830,19970806,2100,-70,2150,2170,2100,111400
005830,19970805,2170,30,2140,2170,2120,60800
005830,19970804,2140,-20,2160,2200,2120,91100
005830,19970802,2160,-40,2210,2230,2160,6500
005830,19970801,2200,-10,2200,2230,2200,182800
005830,19970731,2210,-50,2260,2260,2200,78300
005830,19970730,2260,50,2250,2290,2230,42400
005830,19970729,2210,0,2250,2250,2210,38600
005830,19970728,2210,0,2200,2220,2200,21500
005830,19970726,2210,-40,2250,2250,2200,12200
005830,19970725,2250,100,2160,2260,2160,121300
005830,19970724,2150,-50,2150,2150,2140,36400
005830,19970723,2200,0,2150,2200,2150,19000
005830,19970722,2200,-50,2250,2250,2120,40200
005830,19970721,2250,20,2200,2250,2200,26200
005830,19970719,2230,-20,2250,2250,2230,52000
005830,19970718,2250,50,2200,2250,2170,75200
005830,19970716,2200,-100,2290,2290,2200,87500
005830,19970715,2300,-80,2400,2400,2270,30100
005830,19970714,2380,40,2350,2400,2350,26400
005830,19970712,2340,-60,2380,2400,2330,60600
005830,19970711,2400,-40,2440,2440,2380,56500
005830,19970710,2440,0,2360,2440,2360,82300
005830,19970709,2440,140,2330,2440,2330,124700
005830,19970708,2300,-150,2450,2450,2260,503500
005830,19970707,2450,-20,2490,2540,2430,248600
005830,19970705,2470,70,2410,2490,2410,68700
005830,19970704,2400,-50,2480,2500,2390,244400
005830,19970703,2450,-20,2480,2520,2430,463300
005830,19970702,2470,-90,2600,2610,2440,360800
005830,19970701,2560,-20,2710,2710,2550,94700
005830,19970630,2580,30,2550,2650,2550,101500
005830,19970628,2550,0,2600,2600,2550,8200
005830,19970627,2550,-30,2700,2700,2550,102900
005830,19970626,2580,-100,2680,2760,2550,160000
005830,19970625,2680,-10,2620,2730,2600,90000
005830,19970624,2690,-60,2700,2720,2680,85000
005830,19970623,2750,-100,2900,2920,2690,156400
005830,19970621,2850,100,2770,2950,2770,83000
005830,19970620,2750,50,2700,2750,2550,206100
005830,19970619,2700,-40,2580,2720,2580,306100
005830,19970618,2740,-210,2930,2930,2720,188500
005830,19970617,2950,-190,3170,3200,2890,283200
005830,19970616,3140,40,3200,3200,3140,301600
005830,19970614,3100,0,3100,3100,3100,31700
005830,19970613,3100,-190,3200,3200,3100,92400
005830,19970612,3290,0,3200,3290,3200,869300
005830,19970611,3290,240,3290,3290,3290,585100
005830,19970610,3050,220,3050,3050,3050,361400
005830,19970609,2830,30,2800,2830,2800,107600
005830,19970607,2800,100,2800,2800,2800,28100
005830,19970605,2700,0,2700,2700,2700,297800
005830,19970604,2700,50,2700,2700,2700,155500
005830,19970603,2650,-30,2700,2700,2650,443400
005830,19970602,2680,10,2690,2690,2680,154400
005830,19970531,2670,20,2670,2670,2670,18100
005830,19970530,2650,50,2610,2650,2610,72900
005830,19970529,2600,-90,2650,2650,2600,310800
005830,19970528,2690,140,2620,2690,2620,267400
005830,19970527,2550,50,2490,2550,2490,111800
005830,19970526,2500,-150,2550,2550,2500,23400
005830,19970524,2650,-30,2650,2650,2650,38500
005830,19970523,2680,30,2680,2680,2680,124600
005830,19970522,2650,60,2600,2650,2600,302600
005830,19970521,2590,90,2550,2590,2550,202800
005830,19970520,2500,50,2490,2500,2490,252400
005830,19970519,2450,130,2450,2450,2450,192700
005830,19970517,2320,170,2320,2320,2320,36800
005830,19970516,2150,-150,2300,2300,2150,582200
005830,19970515,2300,150,2220,2300,2220,186100
005830,19970513,2150,0,2100,2150,2100,63500
005830,19970512,2150,0,2150,2150,2150,84500
005830,19970510,2150,50,2150,2150,2150,29700
005830,19970509,2100,0,2100,2100,2100,31400
005830,19970508,2100,-50,2100,2100,2100,52100
005830,19970507,2150,-50,2170,2170,2150,60100
005830,19970506,2200,-50,2200,2200,2200,17200
005830,19970503,2250,20,2250,2250,2250,16100
005830,19970502,2230,-20,2250,2250,2230,39900
005830,19970430,2250,-30,2200,2250,2200,67300
005830,19970429,2280,-10,2290,2290,2280,105600
005830,19970428,2290,-10,2290,2290,2290,89700
005830,19970426,2300,10,2300,2300,2300,35500
005830,19970425,2290,-10,2210,2290,2210,22600
005830,19970424,2300,-10,2310,2310,2300,270100
005830,19970423,2310,100,2260,2310,2260,64200
005830,19970422,2210,-190,2300,2300,2210,86700
005830,19970421,2400,100,2300,2400,2300,321400
005830,19970419,2300,-50,2300,2300,2300,39200
005830,19970418,2350,-50,2350,2350,2350,88100
005830,19970417,2400,-50,2400,2400,2400,22100
005830,19970416,2450,-80,2490,2490,2450,45400
005830,19970415,2530,180,2530,2530,2530,259600
005830,19970414,2350,-190,2480,2480,2350,60900
005830,19970412,2540,150,2540,2540,2540,27100
005830,19970411,2390,170,2390,2390,2390,115800
005830,19970410,2220,20,2200,2220,2200,20100
005830,19970409,2200,0,2200,2200,2200,490000
005830,19970408,2200,80,2120,2200,2120,72100
005830,19970407,2120,0,2280,2280,2120,419400
005830,19970404,2120,-180,2150,2150,2120,285800
005830,19970403,2300,-200,2300,2300,2300,255200
005830,19970402,2500,110,2550,2550,2500,411900
005830,19970401,2390,160,2390,2390,2390,249000
005830,19970331,2230,160,2230,2230,2230,1177400
005830,19970329,2070,150,2070,2070,2070,141400
005830,19970328,1920,140,1920,1920,1920,213800
005830,19970327,1780,130,1780,1780,1780,54600
005830,19970326,1650,120,1650,1650,1650,876800
005830,19970325,1530,50,1530,1530,1530,1231400
005830,19970324,1480,-120,1480,1480,1480,122000
005830,19970322,1600,-100,1600,1600,1600,178000
005830,19970321,1700,-100,1730,1730,1700,174200
005830,19970320,1800,-100,1850,1850,1800,407800
005830,19970319,1900,-100,1940,1940,1900,35100
005830,19970318,2000,-90,2010,2010,2000,74300
005830,19970317,2090,-90,2100,2100,2090,37500
005830,19970315,2180,-20,2180,2180,2180,12000
005830,19970314,2200,-130,2210,2210,2200,28700
005830,19970313,2330,-50,2350,2350,2330,27400
005830,19970312,2380,-10,2390,2390,2380,84800
005830,19970311,2390,-60,2400,2400,2390,66700
005830,19970310,2450,100,2350,2450,2350,23700
005830,19970308,2350,0,2350,2350,2350,25200
005830,19970307,2350,-140,2400,2400,2350,25600
005830,19970306,2490,-10,2500,2500,2490,18700
005830,19970305,2500,0,2500,2500,2500,35300
005830,19970304,2500,70,2430,2500,2430,102900
005830,19970303,2430,-70,2430,2430,2430,306000
005830,19970228,2500,0,2500,2500,2500,52200
005830,19970227,2500,-50,2500,2500,2500,51700
005830,19970226,2550,-50,2590,2590,2550,23200
005830,19970225,2600,0,2600,2600,2600,22700
005830,19970224,2600,-20,2600,2600,2600,51600
005830,19970222,2620,-80,2620,2620,2620,2600
005830,19970221,2700,-120,2750,2750,2700,21300
005830,19970220,2820,-10,2820,2820,2820,58500
005830,19970219,2830,30,2850,2850,2830,84900
005830,19970218,2800,50,2800,2800,2800,148000
005830,19970217,2750,20,2730,2750,2730,41400
005830,19970215,2730,50,2730,2730,2730,18800
005830,19970214,2680,30,2660,2680,2660,12600
005830,19970213,2650,0,2650,2650,2650,87200
005830,19970212,2650,-50,2700,2700,2650,36900
005830,19970211,2700,0,2680,2700,2680,65900
005830,19970210,2700,80,2650,2700,2650,28800
005830,19970206,2620,-100,2700,2700,2620,392200
005830,19970205,2720,-80,2780,2780,2720,12700
005830,19970204,2800,0,2800,2800,2800,68700
005830,19970203,2800,100,2800,2800,2800,65500
005830,19970201,2700,0,2700,2700,2700,30900
005830,19970131,2700,0,2700,2700,2700,22000
005830,19970130,2700,150,2600,2700,2600,54300
005830,19970129,2550,50,2600,2600,2550,42300
005830,19970128,2500,-100,2500,2500,2500,73800
005830,19970127,2600,-60,2600,2600,2600,28500
005830,19970125,2660,0,2660,2660,2660,38400
005830,19970124,2660,0,2660,2660,2660,24200
005830,19970123,2660,0,2660,2660,2660,65200
005830,19970122,2660,-100,2690,2690,2660,19900
005830,19970121,2760,-240,2800,2800,2760,123500
005830,19970120,3000,90,3000,3000,3000,384100
005830,19970118,2910,210,2910,2910,2910,35100
005830,19970117,2700,200,2700,2700,2700,1010500
005830,19970116,2500,10,2490,2500,2490,264500
005830,19970115,2490,0,2490,2490,2490,133900
005830,19970114,2490,0,2490,2490,2490,69600
005830,19970113,2490,-10,2500,2500,2490,23000
005830,19970111,2500,0,2500,2500,2500,6400
005830,19970110,2500,0,2500,2500,2500,15500
005830,19970109,2500,-100,2500,2500,2500,118600
005830,19970108,2600,0,2600,2600,2600,4500
005830,19970107,2600,0,2600,2600,2600,14800
005830,19970106,2600,-100,2600,2600,2600,16000
005830,19970104,2700,-30,2700,2700,2700,4400
005830,19970103,2730,-10,2730,2730,2730,700
005830,19961227,2740,200,2530,2740,2530,106300
005830,19961226,2540,-10,2740,2740,2540,20600
005830,19961224,2550,-10,2550,2550,2550,76000
005830,19961223,2560,-140,2690,2690,2560,5100
005830,19961221,2700,120,2700,2700,2700,34000
005830,19961220,2580,-20,2590,2590,2580,63400
005830,19961219,2600,-40,2600,2600,2600,74000
005830,19961218,2640,0,2650,2650,2640,12300
005830,19961217,2640,50,2640,2640,2640,15600
005830,19961216,2590,-110,2700,2700,2590,295600
005830,19961214,2700,-50,2700,2700,2700,12000
005830,19961213,2750,-50,2750,2750,2750,1000
005830,19961212,2800,-50,2800,2800,2800,3200
005830,19961211,2850,0,2850,2850,2850,30900
005830,19961210,2850,0,2850,2850,2850,7200
005830,19961209,2850,0,2860,2860,2850,13000
005830,19961207,2850,100,2850,2850,2850,367200
005830,19961206,2750,0,2750,2750,2750,7400
005830,19961205,2750,-20,2760,2760,2750,5600
005830,19961204,2770,10,2770,2770,2770,7800
005830,19961203,2760,-10,2760,2760,2760,89200
005830,19961202,2770,-10,2780,2780,2770,274800
005830,19961130,2780,-10,2780,2780,2780,105700
005830,19961129,2790,0,2800,2800,2790,61200
005830,19961128,2790,160,2630,2790,2630,23100
005830,19961127,2630,-220,2850,2850,2630,1800
005830,19961126,2850,-40,2890,2890,2850,11500
005830,19961125,2890,-60,2900,2900,2890,3300
005830,19961122,2950,-40,2980,2980,2950,15600
005830,19961121,2990,-10,3000,3000,2990,12700
005830,19961120,3000,-100,3050,3050,3000,8100
005830,19961119,3100,-50,3130,3130,3100,1700
005830,19961118,3150,0,3150,3150,3150,16500
005830,19961116,3150,0,3150,3150,3150,3100
005830,19961115,3150,100,3150,3150,3150,22200
005830,19961114,3050,0,3050,3050,3050,3800
005830,19961113,3050,0,3050,3050,3050,19500
005830,19961112,3050,0,3050,3050,3050,31200
005830,19961111,3050,-50,3050,3050,3050,8900
005830,19961109,3100,0,3100,3100,3100,4800
005830,19961108,3100,0,3110,3110,3100,7900
005830,19961107,3100,0,3100,3100,3100,19200
005830,19961106,3100,50,3050,3100,3050,13200
005830,19961105,3050,-100,3050,3050,3050,12800
005830,19961104,3150,-120,3100,3150,3100,4500
005830,19961102,3270,-10,3270,3270,3270,4000
005830,19961101,3280,180,3280,3280,3280,6700
005830,19961031,3100,40,3100,3100,3100,9600
005830,19961030,3060,-90,3090,3090,3060,11200
005830,19961029,3150,-50,3200,3200,3150,9400
005830,19961028,3200,20,3180,3200,3180,13500
005830,19961026,3180,0,3180,3180,3180,500
005830,19961025,3180,-20,3180,3180,3180,229200
005830,19961024,3200,-40,3200,3200,3200,25100
005830,19961023,3240,-110,3290,3290,3240,4400
005830,19961022,3350,-180,3390,3390,3350,4200
005830,19961021,3530,180,3550,3550,3530,88500
005830,19961019,3350,40,3350,3350,3350,18700
005830,19961018,3310,110,3300,3310,3300,28300
005830,19961017,3200,50,3180,3200,3180,410700
005830,19961016,3150,-150,3150,3150,3150,314300
005830,19961015,3300,-150,3400,3400,3300,12200
005830,19961014,3450,0,3450,3450,3450,64600
005830,19961012,3450,0,3450,3450,3450,10300
005830,19961011,3450,50,3450,3450,3450,136800
005830,19961010,3400,0,3400,3400,3400,24000
005830,19961009,3400,150,3150,3400,3150,11800
005830,19961008,3250,50,3250,3250,3250,39500
005830,19961007,3200,90,3170,3200,3170,15900
005830,19961005,3110,-190,3110,3110,3110,6300
005830,19961004,3300,-100,3400,3400,3300,369300
005830,19961002,3400,70,3400,3400,3400,224900
005830,19961001,3330,180,3250,3330,3250,1167900
005830,19960930,3150,50,3150,3150,3150,523100
005830,19960925,3100,50,3230,3230,3100,270500
005830,19960924,3050,50,3050,3050,3050,57600
005830,19960923,3000,0,3050,3050,3000,117200
005830,19960921,3000,60,3000,3000,3000,23500
005830,19960920,2940,-10,2950,2950,2940,38400
005830,19960919,2950,-150,3000,3000,2950,66000
005830,19960918,3100,-100,3100,3100,3100,88700
005830,19960917,3200,-200,3300,3300,3200,66400
